# num of genes	num of total genes	Log of odds ratio	P-value	Adjusted p-value	GO term ID	GO term name	GO type
15	15	2.3218233202	-	3.18e-11	GO:0006978	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	BP
11	11	2.3218233202	-	2.02e-08	GO:0060968	regulation of gene silencing	BP
10	10	2.3218233202	-	1.01e-07	GO:0033148	positive regulation of intracellular estrogen receptor signaling pathway	BP
8	8	2.3218233202	-	2.54e-06	GO:0042753	positive regulation of circadian rhythm	BP
8	8	2.3218233202	-	2.54e-06	GO:0043497	regulation of protein heterodimerization activity	BP
7	7	2.3218233202	-	1.27e-05	GO:0046826	negative regulation of protein export from nucleus	BP
7	7	2.3218233202	-	1.27e-05	GO:0042921	glucocorticoid receptor signaling pathway	BP
7	7	2.3218233202	-	1.27e-05	GO:1900364	negative regulation of mRNA polyadenylation	BP
6	6	2.3218233202	-	6.37e-05	GO:0051101	regulation of DNA binding	BP
6	6	2.3218233202	-	6.37e-05	GO:1903799	negative regulation of production of miRNAs involved in gene silencing by miRNA	BP
6	6	2.3218233202	-	6.37e-05	GO:0010216	maintenance of DNA methylation	BP
6	6	2.3218233202	-	6.37e-05	GO:0051573	negative regulation of histone H3-K9 methylation	BP
5	5	2.3218233202	-	3.19e-04	GO:0036016	cellular response to interleukin-3	BP
5	5	2.3218233202	-	3.19e-04	GO:0060850	regulation of transcription involved in cell fate commitment	BP
5	5	2.3218233202	-	3.19e-04	GO:0070345	negative regulation of fat cell proliferation	BP
5	5	2.3218233202	-	3.19e-04	GO:0055012	ventricular cardiac muscle cell differentiation	BP
5	5	2.3218233202	-	3.19e-04	GO:0014031	mesenchymal cell development	BP
5	5	2.3218233202	-	3.19e-04	GO:0070431	nucleotide-binding oligomerization domain containing 2 signaling pathway	BP
5	5	2.3218233202	-	3.19e-04	GO:0010606	positive regulation of cytoplasmic mRNA processing body assembly	BP
5	5	2.3218233202	-	3.19e-04	GO:0071681	cellular response to indole-3-methanol	BP
5	5	2.3218233202	-	3.19e-04	GO:1900103	positive regulation of endoplasmic reticulum unfolded protein response	BP
4	4	2.3218233202	-	1.60e-03	GO:0030578	PML body organization	BP
4	4	2.3218233202	-	1.60e-03	GO:0019919	peptidyl-arginine methylation, to asymmetrical-dimethyl arginine	BP
4	4	2.3218233202	-	1.60e-03	GO:0035791	platelet-derived growth factor receptor-beta signaling pathway	BP
4	4	2.3218233202	-	1.60e-03	GO:0071459	protein localization to chromosome, centromeric region	BP
4	4	2.3218233202	-	1.60e-03	GO:1901203	positive regulation of extracellular matrix assembly	BP
4	4	2.3218233202	-	1.60e-03	GO:0097300	programmed necrotic cell death	BP
4	4	2.3218233202	-	1.60e-03	GO:1903377	negative regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway	BP
4	4	2.3218233202	-	1.60e-03	GO:2001168	positive regulation of histone H2B ubiquitination	BP
4	4	2.3218233202	-	1.60e-03	GO:0033136	serine phosphorylation of STAT3 protein	BP
4	4	2.3218233202	-	1.60e-03	GO:0007258	JUN phosphorylation	BP
4	4	2.3218233202	-	1.60e-03	GO:0007296	vitellogenesis	BP
4	4	2.3218233202	-	1.60e-03	GO:0032226	positive regulation of synaptic transmission, dopaminergic	BP
4	4	2.3218233202	-	1.60e-03	GO:0090170	regulation of Golgi inheritance	BP
4	4	2.3218233202	-	1.60e-03	GO:0003266	regulation of secondary heart field cardioblast proliferation	BP
4	4	2.3218233202	-	1.60e-03	GO:0006344	maintenance of chromatin silencing	BP
4	4	2.3218233202	-	1.60e-03	GO:0035404	histone-serine phosphorylation	BP
4	4	2.3218233202	-	1.60e-03	GO:0018216	peptidyl-arginine methylation	BP
4	4	2.3218233202	-	1.60e-03	GO:0010822	positive regulation of mitochondrion organization	BP
4	4	2.3218233202	-	1.60e-03	GO:0051098	regulation of binding	BP
4	4	2.3218233202	-	1.60e-03	GO:0071947	protein deubiquitination involved in ubiquitin-dependent protein catabolic process	BP
4	4	2.3218233202	-	1.60e-03	GO:1904637	cellular response to ionomycin	BP
4	4	2.3218233202	-	1.60e-03	GO:0060534	trachea cartilage development	BP
4	4	2.3218233202	-	1.60e-03	GO:0050798	activated T cell proliferation	BP
4	4	2.3218233202	-	1.60e-03	GO:0003219	cardiac right ventricle formation	BP
4	4	2.3218233202	-	1.60e-03	GO:0046886	positive regulation of hormone biosynthetic process	BP
4	4	2.3218233202	-	1.60e-03	GO:0034121	regulation of toll-like receptor signaling pathway	BP
4	4	2.3218233202	-	1.60e-03	GO:0033158	regulation of protein import into nucleus, translocation	BP
4	4	2.3218233202	-	1.60e-03	GO:0007100	mitotic centrosome separation	BP
4	4	2.3218233202	-	1.60e-03	GO:1903936	cellular response to sodium arsenite	BP
4	4	2.3218233202	-	1.60e-03	GO:0051572	negative regulation of histone H3-K4 methylation	BP
4	4	2.3218233202	-	1.60e-03	GO:0006990	positive regulation of transcription from RNA polymerase II promoter involved in unfolded protein response	BP
4	4	2.3218233202	-	1.60e-03	GO:0097350	neutrophil clearance	BP
4	4	2.3218233202	-	1.60e-03	GO:0060528	secretory columnal luminar epithelial cell differentiation involved in prostate glandular acinus development	BP
3	3	2.3218233202	-	7.99e-03	GO:0034770	histone H4-K20 methylation	BP
3	3	2.3218233202	-	7.99e-03	GO:0055005	ventricular cardiac myofibril assembly	BP
3	3	2.3218233202	-	7.99e-03	GO:0043415	positive regulation of skeletal muscle tissue regeneration	BP
3	3	2.3218233202	-	7.99e-03	GO:0070562	regulation of vitamin D receptor signaling pathway	BP
3	3	2.3218233202	-	7.99e-03	GO:0044346	fibroblast apoptotic process	BP
3	3	2.3218233202	-	7.99e-03	GO:0090230	regulation of centromere complex assembly	BP
3	3	2.3218233202	-	7.99e-03	GO:0090261	positive regulation of inclusion body assembly	BP
3	3	2.3218233202	-	7.99e-03	GO:0002513	tolerance induction to self antigen	BP
3	3	2.3218233202	-	7.99e-03	GO:0046985	positive regulation of hemoglobin biosynthetic process	BP
3	3	2.3218233202	-	7.99e-03	GO:1903202	negative regulation of oxidative stress-induced cell death	BP
3	3	2.3218233202	-	7.99e-03	GO:1903208	negative regulation of hydrogen peroxide-induced neuron death	BP
3	3	2.3218233202	-	7.99e-03	GO:0072277	metanephric glomerular capillary formation	BP
3	3	2.3218233202	-	7.99e-03	GO:1905426	positive regulation of Wnt-mediated midbrain dopaminergic neuron differentiation	BP
3	3	2.3218233202	-	7.99e-03	GO:0048871	multicellular organismal homeostasis	BP
3	3	2.3218233202	-	7.99e-03	GO:0055098	response to low-density lipoprotein particle	BP
3	3	2.3218233202	-	7.99e-03	GO:0060745	mammary gland branching involved in pregnancy	BP
3	3	2.3218233202	-	7.99e-03	GO:0071899	negative regulation of estrogen receptor binding	BP
3	3	2.3218233202	-	7.99e-03	GO:0045604	regulation of epidermal cell differentiation	BP
3	3	2.3218233202	-	7.99e-03	GO:0072539	T-helper 17 cell differentiation	BP
3	3	2.3218233202	-	7.99e-03	GO:2000820	negative regulation of transcription from RNA polymerase II promoter involved in smooth muscle cell differentiation	BP
3	3	2.3218233202	-	7.99e-03	GO:0097107	postsynaptic density assembly	BP
3	3	2.3218233202	-	7.99e-03	GO:0070537	histone H2A K63-linked deubiquitination	BP
3	3	2.3218233202	-	7.99e-03	GO:0010725	regulation of primitive erythrocyte differentiation	BP
3	3	2.3218233202	-	7.99e-03	GO:0034140	negative regulation of toll-like receptor 3 signaling pathway	BP
3	3	2.3218233202	-	7.99e-03	GO:0035986	senescence-associated heterochromatin focus assembly	BP
3	3	2.3218233202	-	7.99e-03	GO:0070141	response to UV-A	BP
3	3	2.3218233202	-	7.99e-03	GO:0010871	negative regulation of receptor biosynthetic process	BP
3	3	2.3218233202	-	7.99e-03	GO:0000432	positive regulation of transcription from RNA polymerase II promoter by glucose	BP
3	3	2.3218233202	-	7.99e-03	GO:0038161	prolactin signaling pathway	BP
3	3	2.3218233202	-	7.99e-03	GO:1904753	negative regulation of vascular associated smooth muscle cell migration	BP
3	3	2.3218233202	-	7.99e-03	GO:0060379	cardiac muscle cell myoblast differentiation	BP
3	3	2.3218233202	-	7.99e-03	GO:0042977	activation of JAK2 kinase activity	BP
