# num of genes	num of total genes	Log of odds ratio	P-value	Adjusted p-value	GO term ID	GO term name	GO type
2	2	7.64061170756	-	2.48e-05	GO:1901558	response to metformin	BP
2	2	7.64061170756	-	2.48e-05	GO:1904017	cellular response to Thyroglobulin triiodothyronine	BP
1	1	7.64061170756	-	5.01e-03	GO:1902253	regulation of intrinsic apoptotic signaling pathway by p53 class mediator	BP
1	1	7.64061170756	-	5.01e-03	GO:0043618	regulation of transcription from RNA polymerase II promoter in response to stress	BP
1	1	7.64061170756	-	5.01e-03	GO:1904998	negative regulation of leukocyte adhesion to arterial endothelial cell	BP
1	1	7.64061170756	-	5.01e-03	GO:0051866	general adaptation syndrome	BP
1	1	7.64061170756	-	5.01e-03	GO:0035624	receptor transactivation	BP
1	1	7.64061170756	-	5.01e-03	GO:0000435	positive regulation of transcription from RNA polymerase II promoter by galactose	BP
1	1	7.64061170756	-	5.01e-03	GO:0035042	fertilization, exchange of chromosomal proteins	BP
1	1	7.64061170756	-	5.01e-03	GO:0001543	ovarian follicle rupture	BP
1	1	7.64061170756	-	5.01e-03	GO:0098746	fast, calcium ion-dependent exocytosis of neurotransmitter	BP
1	1	7.64061170756	-	5.01e-03	GO:1903305	regulation of regulated secretory pathway	BP
1	1	7.64061170756	-	5.01e-03	GO:1904639	cellular response to resveratrol	BP
1	1	7.64061170756	-	5.01e-03	GO:1904635	positive regulation of glomerular visceral epithelial cell apoptotic process	BP
1	1	7.64061170756	-	5.01e-03	GO:0000414	regulation of histone H3-K36 methylation	BP
1	1	7.64061170756	-	5.01e-03	GO:0002154	thyroid hormone mediated signaling pathway	BP
1	1	7.64061170756	-	5.01e-03	GO:0072365	regulation of cellular ketone metabolic process by negative regulation of transcription from RNA polymerase II promoter	BP
1	1	7.64061170756	-	5.01e-03	GO:0071873	response to norepinephrine	BP
1	1	7.64061170756	-	5.01e-03	GO:0071250	cellular response to nitrite	BP
1	1	7.64061170756	-	5.01e-03	GO:0045713	low-density lipoprotein particle receptor biosynthetic process	BP
1	1	7.64061170756	-	5.01e-03	GO:2000184	positive regulation of progesterone biosynthetic process	BP
1	1	7.64061170756	-	5.01e-03	GO:2000230	negative regulation of pancreatic stellate cell proliferation	BP
1	1	7.64061170756	-	5.01e-03	GO:0060694	regulation of cholesterol transporter activity	BP
1	1	7.64061170756	-	5.01e-03	GO:1901860	positive regulation of mitochondrial DNA metabolic process	BP
