# Term ID	Term name	num of genes	num of total genes	P-value	P-value corrected
GO:0042310	vasoconstriction	6	6	2.082656235010945e-11	1.3453959278170705e-08
GO:0007186	G protein-coupled receptor signaling pathway	13	80	6.406547395493944e-10	2.0693148087445438e-07
GO:0007213	G protein-coupled acetylcholine receptor signaling pathway	6	9	1.6774754640287481e-09	3.6121638325419047e-07
GO:0003100	regulation of systemic arterial blood pressure by endothelin	4	4	7.762807171047396e-08	7.163962046423739e-06
GO:0014824	artery smooth muscle contraction	4	4	7.762807171047396e-08	7.163962046423739e-06
GO:0014826	vein smooth muscle contraction	4	4	7.762807171047396e-08	7.163962046423739e-06
GO:1902093	positive regulation of flagellated sperm motility	4	4	7.762807171047396e-08	7.163962046423739e-06
GO:0019722	calcium-mediated signaling	7	28	2.969959664303996e-07	2.3982424289254767e-05
GO:0007204	positive regulation of cytosolic calcium ion concentration	8	46	8.249022535176647e-07	5.9209650641379046e-05
GO:0007217	tachykinin receptor signaling pathway	3	3	4.694507875009205e-06	0.00030326520872559463
GO:0007166	cell surface receptor signaling pathway	6	30	8.84373324861598e-06	0.0005193683344187202
GO:0051464	positive regulation of cortisol secretion	3	4	1.8545147285384148e-05	0.0008557260818827257
GO:0007210	serotonin receptor signaling pathway	3	4	1.8545147285384148e-05	0.0008557260818827257
GO:0010513	positive regulation of phosphatidylinositol biosynthetic process	3	4	1.8545147285384148e-05	0.0008557260818827257
GO:0043406	positive regulation of MAP kinase activity	6	38	3.6784579422006345e-05	0.0015841892204410731
GO:0038003	opioid receptor signaling pathway	3	5	4.578831103009722e-05	0.0018487030578401753
GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	6	47	0.0001262565784403559	0.004797749980733524
GO:0048016	inositol phosphate-mediated signaling	3	7	0.00015631609578363684	0.005610010993123856
GO:0007200	phospholipase C-activating G protein-coupled receptor signaling pathway	4	18	0.00019748523333631656	0.006714497933434763
GO:0070374	positive regulation of ERK1 and ERK2 cascade	9	124	0.00023711705365850636	0.006749958113532523
GO:0043410	positive regulation of MAPK cascade	7	75	0.00025650051042027945	0.006749958113532523
GO:0051387	negative regulation of neurotrophin TRK receptor signaling pathway	2	2	0.00028211899236126644	0.006749958113532523
GO:0030072	peptide hormone secretion	2	2	0.00028211899236126644	0.006749958113532523
GO:0048246	macrophage chemotaxis	3	8	0.00024701334287035226	0.006749958113532523
GO:0009649	entrainment of circadian clock	2	2	0.00028211899236126644	0.006749958113532523
GO:0035722	interleukin-12-mediated signaling pathway	2	2	0.00028211899236126644	0.006749958113532523
GO:1902608	positive regulation of large conductance calcium-activated potassium channel activity	2	2	0.00028211899236126644	0.006749958113532523
GO:0007193	adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway	4	20	0.00030457467247187327	0.007026972800601076
GO:0010460	positive regulation of heart rate	3	10	0.0005163207728064667	0.011501490318378535
GO:0030593	neutrophil chemotaxis	4	23	0.0005351681503601675	0.01152395417108894
GO:0070528	protein kinase C signaling	3	11	0.0007011832938461992	0.01461175509111757
GO:0032269	negative regulation of cellular protein metabolic process	2	3	0.0008369679613472781	0.014613008190009234
GO:0003081	regulation of systemic arterial blood pressure by renin-angiotensin	2	3	0.0008369679613472781	0.014613008190009234
GO:0046887	positive regulation of hormone secretion	2	3	0.0008369679613472781	0.014613008190009234
GO:0060585	positive regulation of prostaglandin-endoperoxide synthase activity	2	3	0.0008369679613472781	0.014613008190009234
GO:0007603	phototransduction, visible light	2	3	0.0008369679613472781	0.014613008190009234
GO:0031644	regulation of neurological system process	2	3	0.0008369679613472781	0.014613008190009234
GO:0035624	receptor transactivation	2	4	0.0016553907753917153	0.02742006258725764
GO:0032098	regulation of appetite	2	4	0.0016553907753917153	0.02742006258725764
GO:0031623	receptor internalization	4	32	0.0019318965589598881	0.031200129427202194
GO:0002031	G protein-coupled receptor internalization	2	5	0.0027284590849536677	0.0409903388111644
GO:0086100	endothelin receptor signaling pathway	2	5	0.0027284590849536677	0.0409903388111644
GO:1904778	positive regulation of protein localization to cell cortex	2	5	0.0027284590849536677	0.0409903388111644
