# Term ID	Term name	num of genes	num of total genes	P-value	P-value corrected
R-HSA-416476	G alpha (q) signalling events	63	153	2.4787866180272434e-53	1.710362766438798e-50
R-HSA-418594	G alpha (i) signalling events	71	211	5.637337216550709e-53	3.889762679419989e-50
R-HSA-375276	Peptide ligand-binding receptors	38	94	8.401519383903792e-32	5.797048374893617e-29
R-HSA-418555	G alpha (s) signalling events	34	128	1.2910609507834232e-21	8.90832056040562e-19
R-HSA-9660821	ADORA2B mediated anti-inflammatory cytokines production	28	117	1.1236959728179443e-16	7.753502212443815e-14
R-HSA-418597	G alpha (z) signalling events	17	48	1.1060961791960467e-13	7.632063636452722e-11
R-HSA-456926	Thrombin signalling through proteinase activated receptors (PARs)	13	32	1.191752606194859e-11	8.223092982744526e-09
R-HSA-9009391	Extra-nuclear estrogen signaling	16	57	3.4396638737639594e-11	2.373368072897132e-08
R-HSA-399997	Acetylcholine regulates insulin secretion	8	10	6.78956651076915e-11	4.6848008924307134e-08
R-HSA-434316	Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion	7	8	3.74938273044357e-10	2.5870740840060634e-07
R-HSA-6814122	Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding	12	42	8.314782572268618e-09	5.737199974865347e-06
R-HSA-202040	G-protein activation	10	28	1.3288081409723405e-08	9.16877617270915e-06
R-HSA-8853659	RET signaling	11	36	1.61131786890745e-08	1.1118093295461405e-05
R-HSA-112043	PLC beta mediated events	8	16	1.6238519411551028e-08	1.1204578393970209e-05
R-HSA-1433557	Signaling by SCF-KIT	11	37	2.224378137435468e-08	1.534820914830473e-05
R-HSA-380095	Tachykinin receptors bind tachykinins	5	5	4.343727270210156e-08	2.9971718164450077e-05
R-HSA-428930	Thromboxane signalling through TP receptor	9	24	4.411355988613389e-08	3.0438356321432384e-05
R-HSA-512988	Interleukin-3, Interleukin-5 and GM-CSF signaling	9	24	4.411355988613389e-08	3.0438356321432384e-05
R-HSA-420092	Glucagon-type ligand receptors	9	33	9.933668257565151e-07	0.0006854231097719954
R-HSA-418592	ADP signalling through P2Y purinoceptor 1	8	25	1.0442340882649742e-06	0.0007205215209028323
R-HSA-2514859	Inactivation, recovery and regulation of the phototransduction cascade	9	34	1.3111083688535175e-06	0.0009046647745089271
R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	7	19	1.7091502931320815e-06	0.0011793137022611362
R-HSA-400042	Adrenaline,noradrenaline inhibits insulin secretion	8	28	2.7451658327142844e-06	0.0018941644245728563
R-HSA-186763	Downstream signal transduction	8	29	3.6801566529820773e-06	0.0025393080905576335
R-HSA-5218921	VEGFR2 mediated cell proliferation	7	21	3.7195952968135716e-06	0.0025665207548013643
R-HSA-5673001	RAF/MAP kinase cascade	16	126	5.075883453858561e-06	0.0035023595831624073
R-HSA-5637810	Constitutive Signaling by EGFRvIII	6	15	5.5969491232906095e-06	0.0038618948950705206
R-HSA-390648	Muscarinic acetylcholine receptors	4	5	6.311408056577413e-06	0.004354871559038415
R-HSA-1433559	Regulation of KIT signaling	6	16	8.700866841969164e-06	0.006003598120958724
R-HSA-9665348	Signaling by ERBB2 ECD mutants	6	16	8.700866841969164e-06	0.006003598120958724
R-HSA-432040	Vasopressin regulates renal water homeostasis via Aquaporins	9	43	1.076875021852479e-05	0.007430437650782104
R-HSA-380108	Chemokine receptors bind chemokines	10	55	1.3115955150297763e-05	0.009050009053705456
R-HSA-2485179	Activation of the phototransduction cascade	5	11	1.694788084923716e-05	0.011694037785973641
R-HSA-390666	Serotonin receptors	5	11	1.694788084923716e-05	0.011694037785973641
R-HSA-163359	Glucagon signaling in metabolic regulation	7	26	1.817705426380444e-05	0.012542167442025064
R-HSA-210993	Tie2 Signaling	6	18	1.9042043125801065e-05	0.013139009756802735
R-HSA-912526	Interleukin receptor SHC signaling	7	27	2.383206491137998e-05	0.016444124788852186
R-HSA-430116	GP1b-IX-V activation signalling	5	12	2.8248762908895635e-05	0.019491646407137988
R-HSA-9670439	Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants	6	20	3.753684985158744e-05	0.025900426397595332
R-HSA-111933	Calmodulin induced events	4	7	4.184791955289485e-05	0.028875064491497446
R-HSA-8856825	Cargo recognition for clathrin-mediated endocytosis	13	103	4.193035291762822e-05	0.02893194351316347
R-HSA-170670	Adenylate cyclase inhibitory pathway	5	14	6.751002566424449e-05	0.046581917708328695
R-HSA-420499	Class C/3 (Metabotropic glutamate/pheromone receptors)	5	14	6.751002566424449e-05	0.046581917708328695
R-HSA-392170	ADP signalling through P2Y purinoceptor 12	6	22	6.822594512689847e-05	0.047075902137559945
R-HSA-1250196	SHC1 events in ERBB2 signaling	6	22	6.822594512689847e-05	0.047075902137559945
