# Term ID	Term name	num of genes	num of total genes	P-value	P-value corrected
GO:0018108	peptidyl-tyrosine phosphorylation	28	51	1.6332729491660282e-17	4.4784344266132494e-14
GO:0007186	G protein-coupled receptor signaling pathway	32	80	1.0295801734807976e-14	1.4115544178421734e-11
GO:0070374	positive regulation of ERK1 and ERK2 cascade	32	124	5.838219517469798e-09	4.231007272460597e-06
GO:0031623	receptor internalization	15	32	9.8846060036897e-09	4.231007272460597e-06
GO:0018105	peptidyl-serine phosphorylation	26	88	7.431358196719029e-09	4.231007272460597e-06
GO:0019722	calcium-mediated signaling	14	28	1.0801258536551488e-08	4.231007272460597e-06
GO:0014065	phosphatidylinositol 3-kinase signaling	13	24	1.0333116254319984e-08	4.231007272460597e-06
GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	18	47	1.6913142197439376e-08	5.796979488172346e-06
GO:0016310	phosphorylation	13	27	6.532990572131555e-08	1.9903844609760805e-05
GO:0018107	peptidyl-threonine phosphorylation	16	44	2.4730058751340807e-07	6.780982109617648e-05
GO:0038083	peptidyl-tyrosine autophosphorylation	8	11	3.247929138859957e-07	6.934014300971866e-05
GO:0014068	positive regulation of phosphatidylinositol 3-kinase signaling	16	45	3.5403428232533235e-07	6.934014300971866e-05
GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	26	104	3.097979653065013e-07	6.934014300971866e-05
GO:0042310	vasoconstriction	6	6	3.5396658105059304e-07	6.934014300971866e-05
GO:0007204	positive regulation of cytosolic calcium ion concentration	16	46	5.008385699803005e-07	8.448385254584125e-05
GO:0046777	protein autophosphorylation	30	134	5.23787561371007e-07	8.448385254584125e-05
GO:0030335	positive regulation of cell migration	34	162	4.708636977001174e-07	8.448385254584125e-05
GO:0001934	positive regulation of protein phosphorylation	28	122	7.333321662007007e-07	0.00011171093331790674
GO:0007213	G protein-coupled acetylcholine receptor signaling pathway	7	9	9.169299020355928e-07	0.00013232746270429448
GO:0033209	tumor necrosis factor-mediated signaling pathway	12	28	1.0225186377866206e-06	0.00014018730524054568
GO:0006468	protein phosphorylation	42	230	1.1903570736500458e-06	0.0001554266236165917
GO:0007229	integrin-mediated signaling pathway	15	44	1.5309748453485913e-06	0.0001908151375429926
GO:0043410	positive regulation of MAPK cascade	20	75	2.4270466210528932e-06	0.000289346166735958
GO:1904646	cellular response to amyloid-beta	13	35	2.5405361290752777e-06	0.0002902562527468505
GO:0050853	B cell receptor signaling pathway	10	23	7.134283129893109e-06	0.0007824881736866762
GO:0060396	growth hormone receptor signaling pathway	6	8	8.53993904497139e-06	0.0009006351100504441
GO:0035556	intracellular signal transduction	20	83	1.2928263366811955e-05	0.001312936968585125
GO:0008284	positive regulation of cell proliferation	44	270	1.469722921052042e-05	0.0014392786605445353
GO:0033138	positive regulation of peptidyl-serine phosphorylation	17	66	2.2582803487069808e-05	0.0021352430055705317
GO:0019221	cytokine-mediated signaling pathway	11	31	2.5165245224712824e-05	0.0023001034135387522
GO:0043066	negative regulation of apoptotic process	43	268	2.708305057005769e-05	0.002395539505261232
GO:0071276	cellular response to cadmium ion	9	22	3.754457693958513e-05	0.0032171009365107007
GO:0000187	activation of MAPK activity	13	44	4.3705304011307274e-05	0.0035344111280812473
GO:0051464	positive regulation of cortisol secretion	4	4	5.027061779546632e-05	0.0035344111280812473
GO:0003100	regulation of systemic arterial blood pressure by endothelin	4	4	5.027061779546632e-05	0.0035344111280812473
GO:0014824	artery smooth muscle contraction	4	4	5.027061779546632e-05	0.0035344111280812473
GO:0014826	vein smooth muscle contraction	4	4	5.027061779546632e-05	0.0035344111280812473
GO:0007210	serotonin receptor signaling pathway	4	4	5.027061779546632e-05	0.0035344111280812473
GO:1902093	positive regulation of flagellated sperm motility	4	4	5.027061779546632e-05	0.0035344111280812473
GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	16	64	5.814138797473575e-05	0.003985592145668135
GO:0071875	adrenergic receptor signaling pathway	5	7	7.669166459065023e-05	0.0051289888855503155
GO:0043547	positive regulation of GTPase activity	20	94	8.776513385089614e-05	0.005729809452837077
GO:0043536	positive regulation of blood vessel endothelial cell migration	11	35	9.061212417398677e-05	0.0057781033601179465
GO:0006898	receptor-mediated endocytosis	12	41	9.500099154320803e-05	0.005920289063897191
GO:0031532	actin cytoskeleton reorganization	13	48	0.00011832632606186503	0.007210017468036309
GO:0051209	release of sequestered calcium ion into cytosol	8	21	0.00018618418503283082	0.011098196420870047
GO:0010642	negative regulation of platelet-derived growth factor receptor signaling pathway	5	8	0.00019027787383493145	0.011100892128837917
GO:0038003	opioid receptor signaling pathway	4	5	0.00023447009128451472	0.012858339806042788
GO:0120041	positive regulation of macrophage proliferation	4	5	0.00023447009128451472	0.012858339806042788
GO:0086100	endothelin receptor signaling pathway	4	5	0.00023447009128451472	0.012858339806042788
GO:0034614	cellular response to reactive oxygen species	9	27	0.00024056510819363204	0.01293391228758704
GO:0010759	positive regulation of macrophage chemotaxis	6	13	0.00036146938305603915	0.01870092544037093
