# Term ID	Term name	num of genes	num of total genes	P-value	P-value corrected
R-HSA-416476	G alpha (q) signalling events	48	153	1.7657064997739718e-49	7.963336313980612e-47
R-HSA-418594	G alpha (i) signalling events	45	211	6.363077089921194e-38	1.4348738837772293e-35
R-HSA-375276	Peptide ligand-binding receptors	29	94	1.8795707213295521e-29	2.8256213177320933e-27
R-HSA-434316	Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion	7	8	2.7800865084922535e-12	3.134547538325016e-10
R-HSA-418555	G alpha (s) signalling events	16	128	3.960453045254379e-10	3.57232864681945e-08
R-HSA-380095	Tachykinin receptors bind tachykinins	5	5	1.314798024554942e-09	9.882898484571314e-08
R-HSA-456926	Thrombin signalling through proteinase activated receptors (PARs)	9	32	1.85071040663105e-09	1.1923862762722906e-07
R-HSA-399997	Acetylcholine regulates insulin secretion	6	10	4.287068824255268e-09	2.4168350496739075e-07
R-HSA-428930	Thromboxane signalling through TP receptor	7	24	9.571615103035602e-08	4.796442679410063e-06
R-HSA-418597	G alpha (z) signalling events	8	48	1.2126801869725859e-06	5.469187643246362e-05
R-HSA-418592	ADP signalling through P2Y purinoceptor 1	6	25	2.9281302248714876e-06	0.00012005333921973098
R-HSA-8856825	Cargo recognition for clathrin-mediated endocytosis	10	103	8.997738484622072e-06	0.00033816500471371284
R-HSA-380108	Chemokine receptors bind chemokines	7	55	3.6108970259905765e-05	0.0012527035067090384
R-HSA-9009391	Extra-nuclear estrogen signaling	7	57	4.572879505214855e-05	0.001473120469179928
R-HSA-9656223	Signaling by RAF1 mutants	6	43	7.83373507521121e-05	0.0023553430126135038
R-HSA-6802952	Signaling by BRAF and RAF fusions	7	67	0.00013054147675934549	0.0029437103009232403
R-HSA-6802946	Signaling by moderate kinase activity BRAF mutants	6	47	0.00013047632201856148	0.0029437103009232403
R-HSA-6802955	Paradoxical activation of RAF signaling by kinase inactive BRAF	6	47	0.00013047632201856148	0.0029437103009232403
R-HSA-9649948	Signaling downstream of RAS mutants	6	47	0.00013047632201856148	0.0029437103009232403
R-HSA-112043	PLC beta mediated events	4	16	0.00012342851180274938	0.0029437103009232403
R-HSA-9660821	ADORA2B mediated anti-inflammatory cytokines production	9	117	0.00015958256370738895	0.0034272255348586863
R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	4	19	0.00025263361401182954	0.005178989087242506
R-HSA-8856828	Clathrin-mediated endocytosis	9	127	0.00029654923730313104	0.005572654417654671
R-HSA-444209	Free fatty acid receptors	2	2	0.00028555833235659135	0.005572654417654671
R-HSA-6802948	Signaling by high-kinase activity BRAF mutants	5	36	0.0003239767135810034	0.005844539913001301
R-HSA-1433557	Signaling by SCF-KIT	5	37	0.0003695218968377091	0.006221876439722158
R-HSA-390696	Adrenoceptors	3	9	0.00037248484228935314	0.006221876439722158
R-HSA-5674135	MAP2K and MAPK activation	5	40	0.0005354561900330074	0.008624669346603083
R-HSA-390666	Serotonin receptors	3	11	0.0007136116999486678	0.011097892299201696
R-HSA-392023	Adrenaline signalling through Alpha-2 adrenergic receptor	2	3	0.0008471137562572148	0.012734943469066796
R-HSA-419408	Lysosphingolipid and LPA receptors	3	12	0.0009396831290155137	0.013670873909225698
R-HSA-202040	G-protein activation	4	28	0.001185163087528706	0.016197228862892318
R-HSA-400042	Adrenaline,noradrenaline inhibits insulin secretion	4	28	0.001185163087528706	0.016197228862892318
R-HSA-420499	Class C/3 (Metabotropic glutamate/pheromone receptors)	3	14	0.0015164721261009804	0.020115556731515945
R-HSA-390650	Histamine receptors	2	4	0.0016753436285595676	0.02098833268001014
R-HSA-1251932	PLCG1 events in ERBB2 signaling	2	4	0.0016753436285595676	0.02098833268001014
R-HSA-2022377	Metabolism of Angiotensinogen to Angiotensins	3	15	0.0018721387959242384	0.022219331498995566
R-HSA-5637810	Constitutive Signaling by EGFRvIII	3	15	0.0018721387959242384	0.022219331498995566
R-HSA-420092	Glucagon-type ligand receptors	4	33	0.0022179573033654335	0.02564868573891822
R-HSA-9665348	Signaling by ERBB2 ECD mutants	3	16	0.002275687323050008	0.02565837456738884
R-HSA-5635838	Activation of SMO	3	17	0.0027292022846104784	0.029649584493525664
R-HSA-390648	Muscarinic acetylcholine receptors	2	5	0.0027611586446298843	0.029649584493525664
R-HSA-5673000	RAF activation	4	36	0.0030696166644451992	0.032195281759646165
R-HSA-381771	Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)	3	19	0.0037937451297107793	0.0380217567444347
R-HSA-392851	Prostacyclin signalling through prostacyclin receptor	3	19	0.0037937451297107793	0.0380217567444347
R-HSA-388479	Vasopressin-like receptors	2	6	0.004095697686881947	0.0401556447126904
R-HSA-418217	G beta:gamma signalling through PLC beta	3	20	0.004408233240550299	0.04141902482267052
R-HSA-9670439	Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants	3	20	0.004408233240550299	0.04141902482267052
R-HSA-500657	Presynaptic function of Kainate receptors	3	21	0.005079618398696709	0.04581815795624431
R-HSA-5218921	VEGFR2 mediated cell proliferation	3	21	0.005079618398696709	0.04581815795624431
R-HSA-6814122	Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding	4	42	0.005392506853008121	0.047686678249150245
R-HSA-9027277	Erythropoietin activates Phospholipase C gamma (PLCG)	2	7	0.005670322780208105	0.04917914565142029
R-HSA-9665686	Signaling by ERBB2 TMD/JMD mutants	3	22	0.005809306736103042	0.04943391203740513
