# Term ID	Term name	num of genes	num of total genes	P-value	P-value corrected
R-HSA-416476	G alpha (q) signalling events	80	153	8.716255099370054e-46	9.884233282685642e-43
R-HSA-418594	G alpha (i) signalling events	84	211	1.5232596191605403e-36	8.636882040640263e-34
R-HSA-375276	Peptide ligand-binding receptors	44	94	5.320832668270697e-23	2.0112747486063233e-20
R-HSA-1433557	Signaling by SCF-KIT	27	37	1.205158015223808e-21	3.416622973159496e-19
R-HSA-418555	G alpha (s) signalling events	48	128	6.18156707937814e-20	1.401979413602962e-17
R-HSA-9670439	Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants	18	20	7.035775813460509e-18	1.3297616287440363e-15
R-HSA-5673001	RAF/MAP kinase cascade	44	126	5.325462837863853e-17	7.857127282335926e-15
R-HSA-186763	Downstream signal transduction	21	29	5.542946936392188e-17	7.857127282335926e-15
R-HSA-9660821	ADORA2B mediated anti-inflammatory cytokines production	41	117	5.49780241025147e-16	6.927231036916853e-14
R-HSA-512988	Interleukin-3, Interleukin-5 and GM-CSF signaling	18	24	3.59098937281214e-15	4.072181948768967e-13
R-HSA-418597	G alpha (z) signalling events	25	48	5.403025287417934e-15	5.570027887210852e-13
R-HSA-9009391	Extra-nuclear estrogen signaling	27	57	9.30851234833191e-15	8.119886925391065e-13
R-HSA-912631	Regulation of signaling by CBL	17	22	9.17333414038349e-15	8.119886925391065e-13
R-HSA-2871796	FCERI mediated MAPK activation	20	32	2.5339142128186892e-14	2.0524705123831385e-12
R-HSA-2424491	DAP12 signaling	19	29	3.195602899807162e-14	2.4158757922542145e-12
R-HSA-4420097	VEGFA-VEGFR2 Pathway	27	62	1.2280027139468127e-13	8.703469235098035e-12
R-HSA-114604	GPVI-mediated activation cascade	20	35	2.8488997381965476e-13	1.9003837077146383e-11
R-HSA-456926	Thrombin signalling through proteinase activated receptors (PARs)	19	32	4.3331515753701074e-13	2.7298854924831678e-11
R-HSA-912526	Interleukin receptor SHC signaling	17	27	1.952884126522048e-12	1.1655634734084223e-10
R-HSA-6802946	Signaling by moderate kinase activity BRAF mutants	22	47	3.9113941117901505e-12	2.0161458739863776e-10
R-HSA-6802955	Paradoxical activation of RAF signaling by kinase inactive BRAF	22	47	3.9113941117901505e-12	2.0161458739863776e-10
R-HSA-9649948	Signaling downstream of RAS mutants	22	47	3.9113941117901505e-12	2.0161458739863776e-10
R-HSA-9656223	Signaling by RAF1 mutants	21	43	4.296317121432036e-12	2.118271137262578e-10
R-HSA-1433559	Regulation of KIT signaling	13	16	4.7535549014137665e-12	2.2460546909180048e-10
R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	14	19	7.009071183877827e-12	3.1793146890069826e-10
R-HSA-5674135	MAP2K and MAPK activation	20	40	8.020404796747215e-12	3.3685700146338305e-10
R-HSA-6802948	Signaling by high-kinase activity BRAF mutants	19	36	7.726155001913316e-12	3.3685700146338305e-10
R-HSA-5637810	Constitutive Signaling by EGFRvIII	12	15	4.6206279745927073e-11	1.8713543297100465e-09
R-HSA-8853659	RET signaling	18	36	9.066652910209366e-11	3.5453739310956624e-09
R-HSA-6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	31	101	1.0568774796781852e-10	3.99499687318354e-09
R-HSA-9664422	FCGR3A-mediated phagocytosis	23	59	1.2693072362587112e-10	4.643207761023802e-09
R-HSA-9665348	Signaling by ERBB2 ECD mutants	12	16	1.7056445427784876e-10	5.8612148833660755e-09
R-HSA-2730905	Role of LAT2/NTAL/LAB on calcium mobilization	12	16	1.7056445427784876e-10	5.8612148833660755e-09
R-HSA-9027284	Erythropoietin activates RAS	11	14	4.4182897341327826e-10	1.4736295760313458e-08
R-HSA-6785807	Interleukin-4 and Interleukin-13 signaling	31	107	5.322882161208112e-10	1.724613820231428e-08
R-HSA-1257604	PIP3 activates AKT signaling	28	91	7.999448853461227e-10	2.4517229729256845e-08
R-HSA-982772	Growth hormone receptor signaling	14	24	7.886560050035993e-10	2.4517229729256845e-08
R-HSA-9020558	Interleukin-2 signaling	10	12	1.035624025951661e-09	2.935994113572959e-08
R-HSA-9673767	Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants	10	12	1.035624025951661e-09	2.935994113572959e-08
R-HSA-9673770	Signaling by PDGFRA extracellular domain mutants	10	12	1.035624025951661e-09	2.935994113572959e-08
R-HSA-399997	Acetylcholine regulates insulin secretion	9	10	2.0240207474696186e-09	5.598145189342799e-08
R-HSA-6802952	Signaling by BRAF and RAF fusions	23	67	2.4192640571813685e-09	6.532012954389695e-08
R-HSA-434316	Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion	8	8	2.604076184800795e-09	6.867493938521166e-08
R-HSA-2219530	Constitutive Signaling by Aberrant PI3K in Cancer	24	73	2.946433834075043e-09	7.593763563275225e-08
