#Id	Score
3972	0.068431
1268	0.067855
135	0.067816
5149	0.067651
157	0.067618
643	0.067536
51738	0.067306
64805	0.067265
55340	0.067198
1392	0.067051
137872	0.066624
3357	0.066494
2779	0.066272
259249	0.066179
2781	0.066053
2767	0.065789
1994	0.065711
25837	0.065509
9294	0.065372
2867	0.065326
2825	0.065076
8811	0.064457
3725	0.064424
2665	0.064289
58505	0.064093
55188	0.063558
4935	0.063493
2773	0.063352
54933	0.063095
57062	0.063095
6755	0.063075
887	0.063059
6613	0.06301
6443	0.062991
10308	0.062854
53637	0.062816
8490	0.062652
60401	0.062543
10672	0.062483
3274	0.062482
81552	0.062237
10484	0.062028
1394	0.061991
8452	0.061921
144125	0.061852
4991	0.061852
2793	0.061667
1816	0.061627
3320	0.061624
1813	0.061597
10287	0.061539
7917	0.061524
54936	0.061435
388531	0.061389
2566	0.061258
56853	0.061172
155	0.061085
1017	0.061034
2912	0.061021
4609	0.061017
7157	0.060992
4985	0.060981
3973	0.060883
2784	0.060844
5350	0.060814
7252	0.06072
51226	0.06069
2778	0.060689
8698	0.060596
1956	0.060589
2315	0.060583
482	0.060482
1815	0.060432
2785	0.06039
5740	0.060189
1457	0.060158
2788	0.060114
3326	0.060022
51251	0.060014
111	0.060003
2335	0.059967
51764	0.059898
10987	0.059874
2911	0.059859
441925	0.059802
22938	0.059802
9248	0.059793
6444	0.059731
7253	0.059709
8787	0.059672
6343	0.059657
148	0.05955
126326	0.059463
10242	0.059414
6004	0.059393
1903	0.059358
4869	0.059282
4118	0.059222
623	0.059204
5999	0.059181
801	0.059127
64407	0.059104
1398	0.059079
10076	0.059033
59345	0.05899
185	0.058982
6045	0.058974
3000	0.058964
5020	0.058959
79971	0.05894
207	0.05888
5739	0.058853
983	0.05884
988	0.058833
51547	0.058818
10971	0.058784
81839	0.05878
2914	0.058743
10537	0.058742
7415	0.058728
3312	0.0587
8454	0.058688
23484	0.058659
3065	0.058658
3061	0.058651
6002	0.058579
147	0.058505
409	0.058454
7532	0.058404
2932	0.058356
5594	0.058345
7428	0.058337
1499	0.058332
7529	0.058254
2918	0.058246
5335	0.058202
6117	0.05818
55832	0.058168
27151	0.058142
3350	0.058133
6003	0.058067
1742	0.058052
4988	0.058041
6001	0.058037
7189	0.058037
6531	0.058027
3192	0.058014
7531	0.05799
6118	0.057972
26270	0.057946
11345	0.057933
203068	0.057919
8912	0.057897
2768	0.057893
6000	0.057887
2792	0.057879
1132	0.057871
6915	0.057853
2550	0.057845
624	0.057833
3066	0.05783
10273	0.057824
9266	0.057769
729533	0.057746
672	0.05771
4088	0.057693
2787	0.057681
8726	0.057676
7533	0.057653
4489	0.05764
51099	0.057627
23710	0.057623
5595	0.057621
57502	0.057606
5747	0.057603
3309	0.05759
4627	0.057572
1901	0.057553
120892	0.05755
4852	0.057504
5071	0.057484
26249	0.05746
4790	0.057454
8517	0.057449
4087	0.057441
1432	0.057438
6464	0.057418
7329	0.057409
9531	0.057389
2786	0.057378
2790	0.057373
367	0.057372
2100	0.057363
28962	0.057342
1915	0.057323
408	0.057293
1387	0.057289
58157	0.057263
3315	0.057255
9595	0.057248
7186	0.057248
1082	0.057234
9351	0.057228
84557	0.05718
2891	0.057172
3329	0.057169
81631	0.057161
3761	0.05716
857	0.057133
246243	0.057122
3579	0.057112
4924	0.057109
1460	0.057077
3676	0.057073
3178	0.057065
1020	0.057053
3611	0.057044
5599	0.057042
23161	0.057041
5879	0.057025
29899	0.057025
5499	0.057018
11337	0.057014
3190	0.057009
9859	0.057004
6732	0.056997
9456	0.056986
4842	0.056981
1454	0.056974
8841	0.056957
65267	0.05695
7431	0.056948
4067	0.056928
867	0.05692
152185	0.056915
22981	0.056913
3717	0.056887
4089	0.056885
4986	0.056877
7433	0.05685
3308	0.056846
6774	0.056841
6011	0.056839
998	0.056831
3303	0.05683
59339	0.056827
8481	0.056814
947	0.056803
7412	0.056801
1459	0.056794
372	0.056774
154	0.056768
142	0.056746
10155	0.056744
3362	0.056736
4738	0.056694
2783	0.056687
527	0.05668
2146	0.056666
29	0.056654
1739	0.056652
3313	0.056647
51199	0.056647
54801	0.056643
6709	0.056642
472	0.056633
8826	0.056618
55611	0.056609
5347	0.056609
81	0.056609
117178	0.056598
3265	0.056597
136	0.056581
5108	0.05658
5500	0.056574
5111	0.056571
2801	0.056559
80254	0.056556
2064	0.056552
2908	0.056547
3064	0.056544
89	0.056544
5684	0.056541
5894	0.056541
8453	0.056541
5518	0.056535
6667	0.056526
4904	0.056515
23704	0.056513
8945	0.056511
10856	0.056509
1129	0.056501
8541	0.056489
1946	0.056482
774	0.05647
799	0.056469
6597	0.056451
1241	0.056446
84902	0.056443
5300	0.056443
8065	0.056435
2903	0.056423
8601	0.056409
1445	0.056404
5058	0.056394
7430	0.056394
9368	0.056393
7364	0.056391
7013	0.056368
9146	0.056364
1213	0.056356
5781	0.056352
127833	0.056349
10014	0.056347
5430	0.056346
2649	0.056338
8878	0.056335
55970	0.056332
6789	0.056325
2130	0.056324
93323	0.056322
23236	0.056317
9212	0.056317
5045	0.056314
6119	0.056306
1399	0.056301
8655	0.056301
1025	0.056291
9641	0.05629
4691	0.056283
4544	0.05628
59338	0.056279
3932	0.056275
1143	0.056263
9759	0.056262
324	0.056261
830	0.056256
5579	0.056247
55142	0.056246
1654	0.056245
60626	0.056244
1080	0.056242
3751	0.056234
10524	0.05623
1627	0.056223
183	0.056219
11064	0.056218
23028	0.056218
5082	0.056218
4176	0.056217
387	0.056214
116444	0.05621
648	0.056209
5581	0.056205
5925	0.056203
1385	0.056201
8607	0.056197
4734	0.05619
1947	0.056183
5021	0.056183
3609	0.056182
9924	0.056182
1365	0.056177
2318	0.056168
54930	0.056159
3778	0.056146
23512	0.056145
80184	0.056144
22839	0.056132
6950	0.056132
6752	0.056122
87	0.056119
3551	0.056119
6386	0.056116
10636	0.056115
1660	0.056112
9229	0.056101
1026	0.056097
6790	0.05609
11140	0.05609
4670	0.056086
59349	0.056085
9851	0.056083
23406	0.05608
1936	0.056074
5501	0.056074
10563	0.056068
7514	0.056068
1741	0.056058
57154	0.056057
9276	0.056045
90333	0.056044
23524	0.056044
23566	0.056043
7122	0.056038
29110	0.056035
9564	0.056033
2017	0.056029
22948	0.056022
9991	0.056022
2149	0.056014
1778	0.056014
815	0.056004
10135	0.055986
55701	0.055975
3480	0.055973
3837	0.055967
1396	0.055965
1386	0.055964
1315	0.055961
6850	0.05595
30011	0.055947
6198	0.055943
10980	0.055942
6772	0.055938
7159	0.055936
1147	0.055932
7203	0.055928
79441	0.055926
7846	0.05592
8450	0.055919
54165	0.055915
25913	0.055887
2904	0.055885
708	0.055879
2890	0.055878
9228	0.055878
23322	0.055874
30818	0.055872
5997	0.05587
10383	0.055864
6426	0.055852
85461	0.055839
6599	0.055838
5330	0.055837
131566	0.055837
55327	0.055835
5745	0.055815
10694	0.055811
71	0.05581
2185	0.055806
3187	0.055805
7314	0.055805
9628	0.055805
6217	0.055803
1019	0.055795
3106	0.055792
3014	0.055786
6598	0.055783
2010	0.055774
5928	0.055769
5987	0.05576
9419	0.055748
6477	0.055741
200728	0.055739
9112	0.055737
5998	0.055737
9223	0.055735
6134	0.055735
821	0.055734
3768	0.055731
836	0.055725
10015	0.055721
22919	0.055718
3838	0.055715
8825	0.055714
11346	0.055708
1487	0.055699
4233	0.05569
4137	0.055686
7014	0.055686
1642	0.055683
3691	0.055681
3358	0.055681
54443	0.055677
5478	0.055673
55781	0.055668
7132	0.055664
596	0.055662
3184	0.05566
10006	0.055659
63940	0.055655
580	0.05563
5582	0.055626
51741	0.055618
1636	0.055617
346562	0.055614
57120	0.05561
10492	0.055609
5901	0.055605
6188	0.055596
22976	0.055594
6445	0.055593
64210	0.055592
6622	0.055586
4543	0.055584
6449	0.055583
5914	0.055581
2274	0.055579
10376	0.055574
695	0.055571
348980	0.055569
2810	0.055567
5777	0.055566
11091	0.055564
2915	0.055562
6654	0.055562
5216	0.055561
1051	0.055561
84708	0.05556
51474	0.05556
3667	0.05556
4301	0.055555
22832	0.055551
6257	0.05555
5921	0.055538
8471	0.055537
55722	0.055533
908	0.055533
23451	0.055532
4215	0.055529
143098	0.055528
10576	0.055527
10369	0.055525
5724	0.055525
2906	0.055522
6788	0.055522
9978	0.055521
10342	0.055517
2869	0.055516
1111	0.055516
7852	0.055513
7525	0.055512
23435	0.055509
7323	0.055509
6885	0.0555
54386	0.055497
7283	0.055493
6625	0.055493
51655	0.055489
9657	0.055489
2101	0.055488
613	0.055482
2977	0.05548
6711	0.05548
1655	0.055479
63943	0.055478
10494	0.055476
4846	0.055471
5315	0.055469
5743	0.055466
891	0.055457
54903	0.055457
8554	0.055442
260425	0.055438
5468	0.055437
4659	0.055435
1173	0.055429
3759	0.055426
10681	0.055425
2353	0.055421
4706	0.05542
2138	0.055412
5610	0.055407
3297	0.055405
7334	0.055405
9463	0.055405
7874	0.055403
23354	0.055399
5576	0.055399
10207	0.055396
4851	0.055393
2969	0.055386
4897	0.055385
293	0.055382
26005	0.055379
5601	0.055376
818	0.055376
23136	0.055375
64770	0.055374
6195	0.055371
5909	0.05537
1107	0.055369
56893	0.055367
3836	0.055364
27101	0.05536
5074	0.05536
1136	0.055359
26986	0.055359
7168	0.055355
55791	0.055352
10572	0.05535
22908	0.055346
2023	0.055346
123811	0.055346
23426	0.05534
999	0.055337
88	0.055335
84464	0.055334
152206	0.055333
8451	0.05533
55607	0.055322
57060	0.055322
5885	0.055318
5062	0.055316
9063	0.055314
3091	0.055314
369	0.055308
57520	0.055305
7791	0.055305
7205	0.055301
10921	0.055301
575	0.055299
200081	0.055299
9619	0.055298
6203	0.055296
4188	0.055293
9775	0.055292
6478	0.05529
11116	0.055287
55898	0.055287
65125	0.055283
5725	0.055283
2898	0.055279
9267	0.055277
7277	0.055274
7046	0.055273
1072	0.055273
84318	0.05527
80817	0.055268
