# Term ID	Term name	num of genes	num of total genes	P-value	P-value corrected
GO:0004672	protein kinase activity	30	98	6.276116063009697e-08	4.4811468689889235e-05
GO:0004674	protein serine/threonine kinase activity	46	211	1.917139716782622e-06	0.000684418878891396
GO:0098505	G-rich strand telomeric DNA binding	7	10	1.4921026593236571e-05	0.003551204329190304
GO:0033558	protein deacetylase activity	7	11	3.7204951766057905e-05	0.006641083890241336
GO:0004879	nuclear receptor activity	10	23	6.248869733972163e-05	0.008923385980112247
GO:0008066	glutamate receptor activity	5	6	7.923474923287132e-05	0.009428935158711687
GO:0051380	norepinephrine binding	4	4	0.0001349430203941226	0.009634931656140353
GO:0030235	nitric-oxide synthase regulator activity	4	4	0.0001349430203941226	0.009634931656140353
GO:0097110	scaffold protein binding	8	16	0.00010385440557997355	0.009634931656140353
GO:0035240	dopamine binding	4	4	0.0001349430203941226	0.009634931656140353
GO:0004972	NMDA glutamate receptor activity	5	7	0.00025257829269409026	0.016394627362143675
GO:0051117	ATPase binding	7	14	0.0002887235474676525	0.017179051074325324
GO:0004407	histone deacetylase activity	7	15	0.0004911915995606987	0.02697775400664145
GO:0022849	glutamate-gated calcium ion channel activity	4	5	0.000616701872417816	0.03145179549330862
GO:0003684	damaged DNA binding	9	25	0.0007854753048918029	0.03518113787222983
GO:1990841	promoter-specific chromatin binding	11	35	0.0007883728374729374	0.03518113787222983
GO:0004712	protein serine/threonine/tyrosine kinase activity	5	9	0.0012581312020398976	0.03905676861984726
GO:0016594	glycine binding	5	9	0.0012581312020398976	0.03905676861984726
GO:0051787	misfolded protein binding	5	9	0.0012581312020398976	0.03905676861984726
GO:0004952	dopamine neurotransmitter receptor activity	3	3	0.0012541362677310883	0.03905676861984726
GO:0001591	dopamine neurotransmitter receptor activity, coupled via Gi/Go	3	3	0.0012541362677310883	0.03905676861984726
GO:0001965	G-protein alpha-subunit binding	5	9	0.0012581312020398976	0.03905676861984726
GO:0030911	TPR domain binding	3	3	0.0012541362677310883	0.03905676861984726
GO:0042162	telomeric DNA binding	8	22	0.0014290169151363965	0.0425132532253078
GO:0004713	protein tyrosine kinase activity	13	49	0.0015972520979062688	0.0447343773630551
GO:0004697	protein kinase C activity	4	6	0.001691636118770991	0.0447343773630551
GO:0005086	ARF guanyl-nucleotide exchange factor activity	4	6	0.001691636118770991	0.0447343773630551
