# Term ID	Term name	num of genes	num of total genes	P-value	P-value corrected
R-HSA-418594	G alpha (i) signalling events	86	211	2.3455176067472604e-38	2.692654212545855e-35
R-HSA-416476	G alpha (q) signalling events	70	153	3.1435181345626756e-35	1.8043794092389758e-32
R-HSA-6814122	Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding	36	42	4.156986576236931e-33	1.5907401965066655e-30
R-HSA-418597	G alpha (z) signalling events	37	48	9.64648193384399e-31	2.768540315013225e-28
R-HSA-9009391	Extra-nuclear estrogen signaling	37	57	2.459999733385219e-26	5.648159387852463e-24
R-HSA-418555	G alpha (s) signalling events	54	128	3.1605247707671103e-25	6.047137394734404e-23
R-HSA-2565942	Regulation of PLK1 Activity at G2/M Transition	44	87	9.235012028635467e-25	1.5110200456644296e-22
R-HSA-456926	Thrombin signalling through proteinase activated receptors (PARs)	27	32	1.0529756415779998e-24	1.5110200456644296e-22
R-HSA-9660821	ADORA2B mediated anti-inflammatory cytokines production	50	117	9.60311973452854e-24	1.2249312728043072e-21
R-HSA-202040	G-protein activation	24	28	2.0778510512187364e-22	2.3853730067991095e-20
R-HSA-392170	ADP signalling through P2Y purinoceptor 12	21	22	5.0551595722182465e-22	5.275748353551407e-20
R-HSA-5620912	Anchoring of the basal body to the plasma membrane	43	97	2.4272945969900103e-21	2.2420880605256227e-19
R-HSA-8854518	AURKA Activation by TPX2	37	72	2.5389498943234403e-21	2.2420880605256227e-19
R-HSA-418592	ADP signalling through P2Y purinoceptor 1	22	25	3.711060128077054e-21	3.0430693050231846e-19
R-HSA-380259	Loss of Nlp from mitotic centrosomes	36	69	4.524691197684487e-21	3.2464659343386194e-19
R-HSA-380284	Loss of proteins required for interphase microtubule organization from the centrosome	36	69	4.524691197684487e-21	3.2464659343386194e-19
R-HSA-428930	Thromboxane signalling through TP receptor	21	24	3.9446547894769516e-20	2.6638021754820828e-18
R-HSA-1296041	Activation of G protein gated Potassium channels	23	29	4.9490290102479166e-20	2.9902554230340046e-18
R-HSA-997272	Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	23	29	4.9490290102479166e-20	2.9902554230340046e-18
R-HSA-400042	Adrenaline,noradrenaline inhibits insulin secretion	22	28	4.747419816227932e-19	2.725018974514833e-17
R-HSA-392851	Prostacyclin signalling through prostacyclin receptor	18	19	7.636935360167053e-19	4.1748579968913226e-17
R-HSA-380270	Recruitment of mitotic centrosome proteins and complexes	36	81	4.131421856958213e-18	2.155851041721831e-16
R-HSA-418217	G beta:gamma signalling through PLC beta	18	20	7.035775813460509e-18	3.3654460974386096e-16
R-HSA-8964616	G beta:gamma signalling through CDC42	18	20	7.035775813460509e-18	3.3654460974386096e-16
R-HSA-8964315	G beta:gamma signalling through BTK	17	18	8.697341559632091e-18	3.993819244183056e-16
R-HSA-500657	Presynaptic function of Kainate receptors	18	21	4.537410209934756e-17	2.0034411234635e-15
R-HSA-380320	Recruitment of NuMA to mitotic centrosomes	37	92	8.053169476170386e-17	3.424088355053186e-15
R-HSA-392451	G beta:gamma signalling through PI3Kgamma	18	25	1.1816132903517161e-14	4.844614490442036e-13
R-HSA-381676	Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	23	42	1.594205931243473e-14	6.310856582991403e-13
R-HSA-432040	Vasopressin regulates renal water homeostasis via Aquaporins	23	43	3.156478437928188e-14	1.2078790822471866e-12
R-HSA-163359	Glucagon signaling in metabolic regulation	18	26	3.538209230577192e-14	1.3102787731298764e-12
R-HSA-420092	Glucagon-type ligand receptors	20	33	5.92498571451258e-14	2.125588625081388e-12
R-HSA-400253	Circadian Clock	23	57	5.5096978459814053e-11	1.9167070082383797e-09
R-HSA-4086398	Ca2+ pathway	24	62	5.966219860570222e-11	2.014476588216063e-09
R-HSA-3928662	EPHB-mediated forward signaling	19	42	2.455938066139599e-10	8.055476856937884e-09
R-HSA-416482	G alpha (12/13) signalling events	26	77	3.311896925331645e-10	1.0561271306335358e-08
R-HSA-6794361	Neurexins and neuroligins	20	49	7.86421569242319e-10	2.3825712993266633e-08
R-HSA-9620244	Long-term potentiation	14	24	7.886560050035993e-10	2.3825712993266633e-08
R-HSA-9609736	Assembly and cell surface presentation of NMDA receptors	18	40	8.168322538209576e-10	2.404419044580665e-08
R-HSA-3371511	HSF1 activation	10	12	1.035624025951661e-09	2.899747272664651e-08
R-HSA-2871796	FCERI mediated MAPK activation	16	32	1.0270014518515064e-09	2.899747272664651e-08
R-HSA-1433557	Signaling by SCF-KIT	17	37	1.6278819692364753e-09	4.449544049246366e-08
R-HSA-438066	Unblocking of NMDA receptors, glutamate binding and activation	13	22	2.6027121388284132e-09	6.948636128779113e-08
R-HSA-9656223	Signaling by RAF1 mutants	18	43	3.4302602479806525e-09	8.949860828822249e-08
R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	12	19	3.7120894266630607e-09	9.469952581798209e-08
R-HSA-75035	Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex	10	13	4.145884193188805e-09	1.0346684899523367e-07
R-HSA-9670439	Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants	12	20	8.565400897759409e-09	2.092144729920809e-07
R-HSA-2122947	NOTCH1 Intracellular Domain Regulates Transcription	18	47	1.8584422861509526e-08	4.1833171460809674e-07
R-HSA-6802946	Signaling by moderate kinase activity BRAF mutants	18	47	1.8584422861509526e-08	4.1833171460809674e-07
R-HSA-6802955	Paradoxical activation of RAF signaling by kinase inactive BRAF	18	47	1.8584422861509526e-08	4.1833171460809674e-07
R-HSA-9649948	Signaling downstream of RAS mutants	18	47	1.8584422861509526e-08	4.1833171460809674e-07
R-HSA-186763	Downstream signal transduction	14	29	2.0819426571799073e-08	4.5962887893125645e-07
R-HSA-5637810	Constitutive Signaling by EGFRvIII	10	15	3.7158483965458714e-08	8.048667847612567e-07
R-HSA-1433559	Regulation of KIT signaling	10	16	9.155580621006759e-08	1.8768940273063854e-06
R-HSA-1295596	Spry regulation of FGF signaling	10	16	9.155580621006759e-08	1.8768940273063854e-06
R-HSA-9665348	Signaling by ERBB2 ECD mutants	10	16	9.155580621006759e-08	1.8768940273063854e-06
R-HSA-450341	Activation of the AP-1 family of transcription factors	8	10	1.0032929140582525e-07	2.020667132173463e-06
R-HSA-9646399	Aggrephagy	16	42	1.2624164245801464e-07	2.498713888651738e-06
R-HSA-9664422	FCGR3A-mediated phagocytosis	19	59	1.913299894364272e-07	3.722827591068109e-06
R-HSA-5625740	RHO GTPases activate PKNs	13	29	2.022133831310829e-07	3.8690160639080524e-06
R-HSA-5621575	CD209 (DC-SIGN) signaling	11	21	2.4512984809590896e-07	4.538855897001669e-06
R-HSA-442982	Ras activation upon Ca2+ influx through NMDA receptor	11	21	2.4512984809590896e-07	4.538855897001669e-06
R-HSA-8943724	Regulation of PTEN gene transcription	19	60	2.5804973010411886e-07	4.702239526341721e-06
R-HSA-3899300	SUMOylation of transcription cofactors	16	44	2.686227317414392e-07	4.818420250612066e-06
R-HSA-4090294	SUMOylation of intracellular receptors	13	30	3.2931136231644944e-07	5.816145291373599e-06
R-HSA-2029482	Regulation of actin dynamics for phagocytic cup formation	19	61	3.45417410139697e-07	6.008169497581397e-06
R-HSA-4420097	VEGFA-VEGFR2 Pathway	19	62	4.5902371605611765e-07	7.527988943320329e-06
R-HSA-375165	NCAM signaling for neurite out-growth	11	22	4.527991831786532e-07	7.527988943320329e-06
R-HSA-912631	Regulation of signaling by CBL	11	22	4.527991831786532e-07	7.527988943320329e-06
R-HSA-9617324	Negative regulation of NMDA receptor-mediated neuronal transmission	11	22	4.527991831786532e-07	7.527988943320329e-06
R-HSA-6802948	Signaling by high-kinase activity BRAF mutants	14	36	5.794218986324463e-07	9.368680839859836e-06
R-HSA-111447	Activation of BAD and translocation to mitochondria 	9	15	6.844658827172542e-07	1.0913428241102888e-05
R-HSA-373753	Nephrin family interactions	11	23	8.01588833840648e-07	1.2605807962315944e-05
R-HSA-390696	Adrenoceptors	7	9	9.557471193261392e-07	1.4629302573152102e-05
R-HSA-210990	PECAM1 interactions	8	12	9.45174899146091e-07	1.4629302573152102e-05
R-HSA-5696395	Formation of Incision Complex in GG-NER	15	43	1.1805165517225119e-06	1.7832013176018996e-05
R-HSA-9022692	Regulation of MECP2 expression and activity	13	33	1.238911578088788e-06	1.847104534605102e-05
R-HSA-399719	Trafficking of AMPA receptors	9	16	1.4467788382073051e-06	2.102407729445552e-05
R-HSA-112043	PLC beta mediated events	9	16	1.4467788382073051e-06	2.102407729445552e-05
R-HSA-2644606	Constitutive Signaling by NOTCH1 PEST Domain Mutants	17	56	2.1383871170341527e-06	3.030701741179268e-05
