# num of genes	num of total genes	Log of odds ratio	P-value	Adjusted p-value	GO term ID	GO term name	GO type
15	15	2.3218233202	-	3.18e-11	GO:0006978	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	BP
11	11	2.3218233202	-	2.02e-08	GO:0060968	regulation of gene silencing	BP
10	10	2.3218233202	-	1.01e-07	GO:0033148	positive regulation of intracellular estrogen receptor signaling pathway	BP
7	7	2.3218233202	-	1.27e-05	GO:0042921	glucocorticoid receptor signaling pathway	BP
5	5	2.3218233202	-	3.19e-04	GO:0034349	glial cell apoptotic process	BP
5	5	2.3218233202	-	3.19e-04	GO:0060850	regulation of transcription involved in cell fate commitment	BP
5	5	2.3218233202	-	3.19e-04	GO:0055012	ventricular cardiac muscle cell differentiation	BP
5	5	2.3218233202	-	3.19e-04	GO:0070934	CRD-mediated mRNA stabilization	BP
5	5	2.3218233202	-	3.19e-04	GO:0033153	T cell receptor V(D)J recombination	BP
4	4	2.3218233202	-	1.60e-03	GO:0030578	PML body organization	BP
4	4	2.3218233202	-	1.60e-03	GO:1901203	positive regulation of extracellular matrix assembly	BP
4	4	2.3218233202	-	1.60e-03	GO:0097300	programmed necrotic cell death	BP
4	4	2.3218233202	-	1.60e-03	GO:0071514	genetic imprinting	BP
4	4	2.3218233202	-	1.60e-03	GO:0010724	regulation of definitive erythrocyte differentiation	BP
4	4	2.3218233202	-	1.60e-03	GO:0007296	vitellogenesis	BP
4	4	2.3218233202	-	1.60e-03	GO:1903347	negative regulation of bicellular tight junction assembly	BP
4	4	2.3218233202	-	1.60e-03	GO:0030422	production of siRNA involved in RNA interference	BP
4	4	2.3218233202	-	1.60e-03	GO:0051098	regulation of binding	BP
4	4	2.3218233202	-	1.60e-03	GO:0042490	mechanoreceptor differentiation	BP
4	4	2.3218233202	-	1.60e-03	GO:0021943	formation of radial glial scaffolds	BP
4	4	2.3218233202	-	1.60e-03	GO:0060534	trachea cartilage development	BP
4	4	2.3218233202	-	1.60e-03	GO:0014878	response to electrical stimulus involved in regulation of muscle adaptation	BP
4	4	2.3218233202	-	1.60e-03	GO:0050798	activated T cell proliferation	BP
4	4	2.3218233202	-	1.60e-03	GO:0046886	positive regulation of hormone biosynthetic process	BP
4	4	2.3218233202	-	1.60e-03	GO:0034121	regulation of toll-like receptor signaling pathway	BP
4	4	2.3218233202	-	1.60e-03	GO:1901984	negative regulation of protein acetylation	BP
4	4	2.3218233202	-	1.60e-03	GO:0071218	cellular response to misfolded protein	BP
4	4	2.3218233202	-	1.60e-03	GO:0090306	spindle assembly involved in meiosis	BP
4	4	2.3218233202	-	1.60e-03	GO:0060528	secretory columnal luminar epithelial cell differentiation involved in prostate glandular acinus development	BP
3	3	2.3218233202	-	7.99e-03	GO:0034770	histone H4-K20 methylation	BP
3	3	2.3218233202	-	7.99e-03	GO:0055005	ventricular cardiac myofibril assembly	BP
3	3	2.3218233202	-	7.99e-03	GO:0043415	positive regulation of skeletal muscle tissue regeneration	BP
3	3	2.3218233202	-	7.99e-03	GO:0070562	regulation of vitamin D receptor signaling pathway	BP
3	3	2.3218233202	-	7.99e-03	GO:0090230	regulation of centromere complex assembly	BP
3	3	2.3218233202	-	7.99e-03	GO:0002513	tolerance induction to self antigen	BP
3	3	2.3218233202	-	7.99e-03	GO:0046985	positive regulation of hemoglobin biosynthetic process	BP
3	3	2.3218233202	-	7.99e-03	GO:0048871	multicellular organismal homeostasis	BP
3	3	2.3218233202	-	7.99e-03	GO:0060743	epithelial cell maturation involved in prostate gland development	BP
3	3	2.3218233202	-	7.99e-03	GO:0060745	mammary gland branching involved in pregnancy	BP
3	3	2.3218233202	-	7.99e-03	GO:0021775	smoothened signaling pathway involved in ventral spinal cord interneuron specification	BP
3	3	2.3218233202	-	7.99e-03	GO:0021776	smoothened signaling pathway involved in spinal cord motor neuron cell fate specification	BP
3	3	2.3218233202	-	7.99e-03	GO:0071899	negative regulation of estrogen receptor binding	BP
3	3	2.3218233202	-	7.99e-03	GO:0045604	regulation of epidermal cell differentiation	BP
3	3	2.3218233202	-	7.99e-03	GO:0072539	T-helper 17 cell differentiation	BP
3	3	2.3218233202	-	7.99e-03	GO:0036462	TRAIL-activated apoptotic signaling pathway	BP
3	3	2.3218233202	-	7.99e-03	GO:0010725	regulation of primitive erythrocyte differentiation	BP
3	3	2.3218233202	-	7.99e-03	GO:0045925	positive regulation of female receptivity	BP
3	3	2.3218233202	-	7.99e-03	GO:0035984	cellular response to trichostatin A	BP
3	3	2.3218233202	-	7.99e-03	GO:0070141	response to UV-A	BP
3	3	2.3218233202	-	7.99e-03	GO:0010871	negative regulation of receptor biosynthetic process	BP
3	3	2.3218233202	-	7.99e-03	GO:0000432	positive regulation of transcription from RNA polymerase II promoter by glucose	BP
3	3	2.3218233202	-	7.99e-03	GO:0090043	regulation of tubulin deacetylation	BP
3	3	2.3218233202	-	7.99e-03	GO:0060379	cardiac muscle cell myoblast differentiation	BP
3	3	2.3218233202	-	7.99e-03	GO:2001141	regulation of RNA biosynthetic process	BP
3	3	2.3218233202	-	7.99e-03	GO:0006549	isoleucine metabolic process	BP
3	3	2.3218233202	-	7.99e-03	GO:0000255	allantoin metabolic process	BP
3	3	2.3218233202	-	7.99e-03	GO:0070671	response to interleukin-12	BP
3	3	2.3218233202	-	7.99e-03	GO:1902856	negative regulation of non-motile cilium assembly	BP
3	3	2.3218233202	-	7.99e-03	GO:0019218	regulation of steroid metabolic process	BP
3	3	2.3218233202	-	7.99e-03	GO:0070434	positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway	BP
3	3	2.3218233202	-	7.99e-03	GO:0019724	B cell mediated immunity	BP
3	3	2.3218233202	-	7.99e-03	GO:0003256	regulation of transcription from RNA polymerase II promoter involved in myocardial precursor cell differentiation	BP
3	3	2.3218233202	-	7.99e-03	GO:0032613	interleukin-10 production	BP
3	3	2.3218233202	-	7.99e-03	GO:0001922	B-1 B cell homeostasis	BP
3	3	2.3218233202	-	7.99e-03	GO:0002902	regulation of B cell apoptotic process	BP
3	3	2.3218233202	-	7.99e-03	GO:0000189	MAPK import into nucleus	BP
3	3	2.3218233202	-	7.99e-03	GO:1990785	response to water-immersion restraint stress	BP
3	3	2.3218233202	-	7.99e-03	GO:0007176	regulation of epidermal growth factor-activated receptor activity	BP
3	3	2.3218233202	-	7.99e-03	GO:0016577	histone demethylation	BP
3	3	2.3218233202	-	7.99e-03	GO:0070424	regulation of nucleotide-binding oligomerization domain containing signaling pathway	BP
3	3	2.3218233202	-	7.99e-03	GO:0061198	fungiform papilla formation	BP
3	3	2.3218233202	-	7.99e-03	GO:2000466	negative regulation of glycogen (starch) synthase activity	BP
3	3	2.3218233202	-	7.99e-03	GO:0071733	transcriptional activation by promoter-enhancer looping	BP
3	3	2.3218233202	-	7.99e-03	GO:0060729	intestinal epithelial structure maintenance	BP
3	3	2.3218233202	-	7.99e-03	GO:0021553	olfactory nerve development	BP
3	3	2.3218233202	-	7.99e-03	GO:2000116	regulation of cysteine-type endopeptidase activity	BP
3	3	2.3218233202	-	7.99e-03	GO:2000111	positive regulation of macrophage apoptotic process	BP
3	3	2.3218233202	-	7.99e-03	GO:2000630	positive regulation of miRNA metabolic process	BP
3	3	2.3218233202	-	7.99e-03	GO:0070168	negative regulation of biomineral tissue development	BP
3	3	2.3218233202	-	7.99e-03	GO:0061684	chaperone-mediated autophagy	BP
3	3	2.3218233202	-	7.99e-03	GO:0019065	receptor-mediated endocytosis of virus by host cell	BP
3	3	2.3218233202	-	7.99e-03	GO:0033152	immunoglobulin V(D)J recombination	BP
3	3	2.3218233202	-	7.99e-03	GO:0051154	negative regulation of striated muscle cell differentiation	BP
3	3	2.3218233202	-	7.99e-03	GO:0002068	glandular epithelial cell development	BP
3	3	2.3218233202	-	7.99e-03	GO:0031281	positive regulation of cyclase activity	BP
3	3	2.3218233202	-	7.99e-03	GO:0018076	N-terminal peptidyl-lysine acetylation	BP
3	3	2.3218233202	-	7.99e-03	GO:0070370	cellular heat acclimation	BP
3	3	2.3218233202	-	7.99e-03	GO:1901671	positive regulation of superoxide dismutase activity	BP
3	3	2.3218233202	-	7.99e-03	GO:0090116	C-5 methylation of cytosine	BP
