# Term ID	Term name	num of genes	num of total genes	P-value	P-value corrected
R-HSA-156827	L13a-mediated translational silencing of Ceruloplasmin expression	55	111	4.252881760419232e-30	4.878055379200859e-27
R-HSA-156902	Peptide chain elongation	49	89	1.0159955508839093e-29	5.8267344843192195e-27
R-HSA-975956	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	50	95	4.62313941556595e-29	1.767580303218048e-26
R-HSA-72706	GTP hydrolysis and joining of the 60S ribosomal subunit	54	112	8.423262206947851e-29	2.4153704378422962e-26
R-HSA-9010553	Regulation of expression of SLITs and ROBOs	66	170	4.538599013005842e-28	8.676288446529501e-26
R-HSA-975957	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	54	115	4.522423877159165e-28	8.676288446529501e-26
R-HSA-9633012	Response of EIF2AK4 (GCN2) to amino acid deficiency	50	101	1.9901287684265167e-27	2.853347121731518e-25
R-HSA-192823	Viral mRNA Translation	47	89	1.82111859267233e-27	2.853347121731518e-25
R-HSA-72689	Formation of a pool of free 40S subunits	49	101	2.1945473967279044e-26	2.4467130056513122e-24
R-HSA-2408557	Selenocysteine synthesis	47	93	2.346455367233168e-26	2.4467130056513122e-24
R-HSA-72764	Eukaryotic Translation Termination	47	93	2.346455367233168e-26	2.4467130056513122e-24
R-HSA-1799339	SRP-dependent cotranslational protein targeting to membrane	47	112	5.611448139047281e-22	5.3636091795726927e-20
R-HSA-72649	Translation initiation complex formation	32	58	7.590047536757903e-20	6.69675732666255e-18
R-HSA-72702	Ribosomal scanning and start codon recognition	31	58	1.0118185644173578e-18	8.28968495276221e-17
R-HSA-5607764	CLEC7A (Dectin-1) signaling	35	79	1.3756942111870785e-17	1.0519475068210528e-15
R-HSA-6791226	Major pathway of rRNA processing in the nucleolus and cytosol	54	182	5.569327528688299e-17	3.992511672128424e-15
R-HSA-2565942	Regulation of PLK1 Activity at G2/M Transition	36	87	7.058054365255197e-17	4.7621107982045355e-15
R-HSA-72695	Formation of the ternary complex, and subsequently, the 43S complex	27	51	2.499679370597038e-16	1.5928512433748906e-14
R-HSA-202424	Downstream TCR signaling	37	97	6.288254422899005e-16	3.7961199068764e-14
R-HSA-2871837	FCERI mediated NF-kB activation	33	81	2.4476519505724494e-15	1.4037283936532998e-13
R-HSA-9020702	Interleukin-1 signaling	34	87	4.108793854918138e-15	2.2441840721862404e-13
R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	15	19	2.112966263915419e-13	1.1016237748686297e-11
R-HSA-8852276	The role of GTSE1 in G2/M progression after G2 checkpoint	29	75	6.087335833775002e-13	3.035727913626055e-11
R-HSA-445989	TAK1 activates NFkB by phosphorylation and activation of IKKs complex	19	33	9.409752080610897e-13	4.497077348525291e-11
R-HSA-209560	NF-kB is activated and signals survival	12	13	1.5503240281500741e-12	7.11288664115254e-11
R-HSA-2122947	NOTCH1 Intracellular Domain Regulates Transcription	22	47	3.9113941117901505e-12	1.7255265562397318e-10
R-HSA-72163	mRNA Splicing - Major Pathway	46	180	4.675521737000208e-12	1.947259811400568e-10
R-HSA-1295596	Spry regulation of FGF signaling	13	16	4.7535549014137665e-12	1.947259811400568e-10
R-HSA-2871796	FCERI mediated MAPK activation	18	32	6.533065996026814e-12	2.583940240497502e-10
R-HSA-6804757	Regulation of TP53 Degradation	19	36	7.726155001913316e-12	2.9539665957315246e-10
R-HSA-9646399	Aggrephagy	20	42	2.5369504637847297e-11	9.386716716003499e-10
R-HSA-1169091	Activation of NF-kappaB in B cells	25	66	4.1502683472465335e-11	1.4876118107161794e-09
R-HSA-8854518	AURKA Activation by TPX2	26	72	5.946386970227816e-11	2.066819956015547e-09
R-HSA-195253	Degradation of beta-catenin by the destruction complex	25	68	8.878997663633891e-11	2.995355976525904e-09
R-HSA-75035	Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex	11	13	1.0254597577892091e-10	3.267228728289508e-09
R-HSA-209543	p75NTR recruits signalling complexes	11	13	1.0254597577892091e-10	3.267228728289508e-09
R-HSA-9664422	FCGR3A-mediated phagocytosis	23	59	1.2693072362587112e-10	3.6768706349046637e-09
R-HSA-380259	Loss of Nlp from mitotic centrosomes	25	69	1.2822565422509724e-10	3.6768706349046637e-09
R-HSA-380284	Loss of proteins required for interphase microtubule organization from the centrosome	25	69	1.2822565422509724e-10	3.6768706349046637e-09
R-HSA-5607761	Dectin-1 mediated noncanonical NF-kB signaling	23	59	1.2693072362587112e-10	3.6768706349046637e-09
R-HSA-186763	Downstream signal transduction	16	29	1.4801870303778786e-10	4.128503458417258e-09
R-HSA-912631	Regulation of signaling by CBL	14	22	1.5117449455407572e-10	4.128503458417258e-09
R-HSA-2173788	Downregulation of TGF-beta receptor signaling	15	26	2.384640018944484e-10	6.360888608672845e-09
R-HSA-2644606	Constitutive Signaling by NOTCH1 PEST Domain Mutants	22	56	2.6954410977610127e-10	6.870379864737514e-09
R-HSA-2894862	Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	22	56	2.6954410977610127e-10	6.870379864737514e-09
R-HSA-2029482	Regulation of actin dynamics for phagocytic cup formation	23	61	2.802885354595874e-10	6.988933699394494e-09
R-HSA-69231	Cyclin D associated events in G1	20	47	3.1987531318375607e-10	7.80631881322911e-09
R-HSA-450321	JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	14	23	3.56298877481001e-10	8.514058593139753e-09
R-HSA-5696395	Formation of Incision Complex in GG-NER	19	43	4.054311412365455e-10	9.300590379966354e-09
R-HSA-400253	Circadian Clock	22	57	4.043394494639258e-10	9.300590379966354e-09
R-HSA-9670439	Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants	13	20	4.765484459039358e-10	1.0717667989251262e-08
R-HSA-8948751	Regulation of PTEN stability and activity	24	68	5.644700669267033e-10	1.2450907053171706e-08
R-HSA-5676590	NIK-->noncanonical NF-kB signaling	22	58	6.00046677282508e-10	1.2985915827227107e-08
R-HSA-3899300	SUMOylation of transcription cofactors	19	44	6.574732366700636e-10	1.3965218564084501e-08
R-HSA-3371497	HSP90 chaperone cycle for steroid hormone receptors (SHR)	21	54	8.610380855625305e-10	1.7735414372743578e-08
R-HSA-5610783	Degradation of GLI2 by the proteasome	22	59	8.813588659515116e-10	1.7735414372743578e-08
R-HSA-5610785	GLI3 is processed to GLI3R by the proteasome	22	59	8.813588659515116e-10	1.7735414372743578e-08
R-HSA-5689880	Ub-specific processing proteases	44	194	9.070868762118679e-10	1.79384249485347e-08
R-HSA-3371511	HSF1 activation	10	12	1.035624025951661e-09	1.9910156693030417e-08
R-HSA-6804756	Regulation of TP53 Activity through Phosphorylation	28	92	1.0588662234305628e-09	1.9910156693030417e-08
R-HSA-380320	Recruitment of NuMA to mitotic centrosomes	28	92	1.0588662234305628e-09	1.9910156693030417e-08
R-HSA-68949	Orc1 removal from chromatin	24	70	1.1171931277474356e-09	2.0668072863327558e-08
R-HSA-8943724	Regulation of PTEN gene transcription	22	60	1.2818640673220517e-09	2.299588218897552e-08
R-HSA-450408	AUF1 (hnRNP D0) binds and destabilizes mRNA	21	55	1.2831180994720431e-09	2.299588218897552e-08
R-HSA-5637810	Constitutive Signaling by EGFRvIII	11	15	1.5297913810071262e-09	2.6994934061771903e-08
R-HSA-1433557	Signaling by SCF-KIT	17	37	1.6278819692364753e-09	2.7868367443496078e-08
R-HSA-168638	NOD1/2 Signaling Pathway	17	37	1.6278819692364753e-09	2.7868367443496078e-08
R-HSA-5625740	RHO GTPases activate PKNs	15	29	1.876530353318506e-09	3.1652651694945975e-08
R-HSA-8939902	Regulation of RUNX2 expression and activity	24	72	2.1473524488548325e-09	3.5695844330963666e-08
R-HSA-5620912	Anchoring of the basal body to the plasma membrane	28	97	4.0199628247408186e-09	6.586996228539599e-08
R-HSA-9665348	Signaling by ERBB2 ECD mutants	11	16	4.520090619791231e-09	7.200755473472975e-08
R-HSA-5684264	MAP3K8 (TPL2)-dependent MAPK1/3 activation	11	16	4.520090619791231e-09	7.200755473472975e-08
R-HSA-5610780	Degradation of GLI1 by the proteasome	21	59	5.6982736814454475e-09	8.953314948791682e-08
R-HSA-9604323	Negative regulation of NOTCH4 signaling	20	54	5.933613097764639e-09	9.197100301535191e-08
R-HSA-380270	Recruitment of mitotic centrosome proteins and complexes	25	81	6.0449749998868136e-09	9.244781766493567e-08
R-HSA-5626467	RHO GTPases activate IQGAPs	15	31	6.182843604284919e-09	9.331212650151056e-08
R-HSA-5693565	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	22	65	7.295286189579986e-09	1.0727811871087494e-07
R-HSA-1234176	Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	22	65	7.295286189579986e-09	1.0727811871087494e-07
R-HSA-187577	SCF(Skp2)-mediated degradation of p27/p21	21	60	8.076340396681967e-09	1.1726028398726856e-07
R-HSA-5687128	MAPK6/MAPK4 signaling	26	88	8.425071630411925e-09	1.2079446450103098e-07
R-HSA-168927	TICAM1, RIP1-mediated IKK complex recruitment	12	20	8.565400897759409e-09	1.2129030653987706e-07
R-HSA-1445148	Translocation of SLC2A4 (GLUT4) to the plasma membrane	23	71	8.695696331853445e-09	1.216337035687305e-07
R-HSA-69541	Stabilization of p53	9	11	1.029131565458864e-08	1.405254649501568e-07
R-HSA-9634285	Constitutive Signaling by Overexpressed ERBB2	9	11	1.029131565458864e-08	1.405254649501568e-07
R-HSA-389960	Formation of tubulin folding intermediates by CCT/TriC	13	24	1.111824154711316e-08	1.4828631458766043e-07
R-HSA-450302	activated TAK1 mediates p38 MAPK activation	13	24	1.111824154711316e-08	1.4828631458766043e-07
R-HSA-2559585	Oncogene Induced Senescence	15	33	1.8144014993509876e-08	2.392090252592624e-07
R-HSA-8876493	InlA-mediated entry of Listeria monocytogenes into host cells	8	9	2.168507487879935e-08	2.826452373407142e-07
R-HSA-5689896	Ovarian tumor domain proteases	16	38	2.3331066770479413e-08	3.0068239983977396e-07
R-HSA-8854050	FBXL7 down-regulates AURKA during mitotic entry and in early mitosis	19	53	2.6606913233762697e-08	3.3909032754584235e-07
R-HSA-629597	Highly calcium permeable nicotinic acetylcholine receptors	7	7	3.093536892281663e-08	3.815362167147384e-07
R-HSA-629587	Highly sodium permeable postsynaptic acetylcholine nicotinic receptors	7	7	3.093536892281663e-08	3.815362167147384e-07
R-HSA-5603029	IkBA variant leads to EDA-ID	7	7	3.093536892281663e-08	3.815362167147384e-07
R-HSA-111447	Activation of BAD and translocation to mitochondria 	10	15	3.7158483965458714e-08	4.253971321035169e-07
R-HSA-9613829	Chaperone Mediated Autophagy	12	22	3.7460513017832374e-08	4.253971321035169e-07
R-HSA-4090294	SUMOylation of intracellular receptors	14	30	3.6008333425544003e-08	4.253971321035169e-07
R-HSA-174113	SCF-beta-TrCP mediated degradation of Emi1	19	54	3.782956187842958e-08	4.253971321035169e-07
R-HSA-8875360	InlB-mediated entry of Listeria monocytogenes into host cell	10	15	3.7158483965458714e-08	4.253971321035169e-07
R-HSA-5357956	TNFR1-induced NFkappaB signaling pathway	14	30	3.6008333425544003e-08	4.253971321035169e-07
R-HSA-937039	IRAK1 recruits IKK complex	10	15	3.7158483965458714e-08	4.253971321035169e-07
R-HSA-975144	IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation	10	15	3.7158483965458714e-08	4.253971321035169e-07
R-HSA-375165	NCAM signaling for neurite out-growth	12	22	3.7460513017832374e-08	4.253971321035169e-07
R-HSA-8941858	Regulation of RUNX3 expression and activity	19	55	5.326100460862751e-08	5.931104105446189e-07
R-HSA-1169408	ISG15 antiviral mechanism	22	72	6.057710296516755e-08	6.680955490485305e-07
R-HSA-6804760	Regulation of TP53 Activity through Methylation	11	19	6.15870558996373e-08	6.727652677798475e-07
R-HSA-389957	Prefoldin mediated transfer of substrate  to CCT/TriC	13	27	7.018758231275577e-08	7.594826123842534e-07
R-HSA-9634638	Estrogen-dependent nuclear events downstream of ESR-membrane signaling	12	23	7.230138244202554e-08	7.678674598241045e-07
R-HSA-2173795	Downregulation of SMAD2/3:SMAD4 transcriptional activity	12	23	7.230138244202554e-08	7.678674598241045e-07
R-HSA-437239	Recycling pathway of L1	17	46	8.604081057534708e-08	9.054019241277349e-07
R-HSA-937042	IRAK2 mediated activation of TAK1 complex	8	10	1.0032929140582525e-07	1.027479439665014e-06
R-HSA-390450	Folding of actin by CCT/TriC	8	10	1.0032929140582525e-07	1.027479439665014e-06
R-HSA-450341	Activation of the AP-1 family of transcription factors	8	10	1.0032929140582525e-07	1.027479439665014e-06
R-HSA-72203	Processing of Capped Intron-Containing Pre-mRNA	15	37	1.1849328164515411e-07	1.2027592393539094e-06
R-HSA-937041	IKK complex recruitment mediated by RIP1	12	24	1.3348452333688435e-07	1.3430416514684769e-06
