# Term ID	Term name	num of genes	num of total genes	P-value	P-value corrected
GO:0018105	peptidyl-serine phosphorylation	26	88	4.194847621883804e-18	8.284824053220513e-15
GO:0006468	protein phosphorylation	38	230	1.6823417557019548e-16	3.322624967511361e-13
GO:0018107	peptidyl-threonine phosphorylation	14	44	8.450339747123523e-11	1.6689421000568958e-07
GO:0045944	positive regulation of transcription by RNA polymerase II	57	705	3.1684940690966823e-10	6.257775786465948e-07
GO:0043066	negative regulation of apoptotic process	32	268	3.581473967058285e-10	7.073411084940112e-07
GO:0032212	positive regulation of telomere maintenance via telomerase	11	30	1.6507705216533234e-09	3.2602717802653137e-06
GO:0032091	negative regulation of protein binding	14	57	3.803912039074953e-09	7.512726277173032e-06
GO:0000122	negative regulation of transcription by RNA polymerase II	41	469	1.5243622878175718e-08	3.0106155184397043e-05
GO:0071276	cellular response to cadmium ion	9	22	1.6915723907124616e-08	3.3408554716571115e-05
GO:0051091	positive regulation of DNA-binding transcription factor activity	16	88	3.046229434538119e-08	6.016303133212785e-05
GO:0007271	synaptic transmission, cholinergic	5	5	4.2140935127305236e-08	8.322834687642785e-05
GO:0035095	behavioral response to nicotine	5	5	4.2140935127305236e-08	8.322834687642785e-05
GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	11	42	9.001698164959277e-08	0.00017778353875794572
GO:0035556	intracellular signal transduction	15	83	9.019915286516052e-08	0.00017814332690869203
GO:0001934	positive regulation of protein phosphorylation	18	122	1.2080850689241077e-07	0.00023859680111251125
GO:0034614	cellular response to reactive oxygen species	9	27	1.372934000811995e-07	0.000271154465160369
GO:0045892	negative regulation of transcription, DNA-templated	35	396	1.452033360910637e-07	0.0002867765887798508
GO:0034644	cellular response to UV	11	44	1.518331385909206e-07	0.0002998704487170682
GO:0042752	regulation of circadian rhythm	12	57	3.156068183873364e-07	0.0006233234663149894
GO:0016567	protein ubiquitination	19	150	6.225295498210076e-07	0.0012294958608964899
GO:0010628	positive regulation of gene expression	27	284	1.0314013720446116e-06	0.002037017709788108
GO:0031648	protein destabilization	9	34	1.247223806996525e-06	0.002463267018818137
GO:0043536	positive regulation of blood vessel endothelial cell migration	9	35	1.6297153470989325e-06	0.0032186878105203917
GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	13	81	2.6916454440007703e-06	0.005315999751901521
GO:0050821	protein stabilization	18	151	3.0073190686218854e-06	0.005939455160528223
GO:0007099	centriole replication	6	14	3.3376575447860554e-06	0.006591873650952459
GO:0070555	response to interleukin-1	7	21	3.574085774773753e-06	0.007058819405178162
GO:0051973	positive regulation of telomerase activity	8	31	6.098306333255008e-06	0.012044155008178641
GO:0018108	peptidyl-tyrosine phosphorylation	10	51	6.1290512981646095e-06	0.012104876313875104
GO:0070934	CRD-mediated mRNA stabilization	4	5	6.161299970677382e-06	0.01216856744208783
GO:0031398	positive regulation of protein ubiquitination	10	52	7.364660242991664e-06	0.014545203979908538
GO:1902895	positive regulation of pri-miRNA transcription by RNA polymerase II	8	32	7.89511093690431e-06	0.01559284410038601
GO:0043923	positive regulation by host of viral transcription	6	16	8.405016544573469e-06	0.016599907675532603
GO:1903827	regulation of cellular protein localization	5	10	9.232057392226207e-06	0.01823331334964676
GO:1904851	positive regulation of establishment of protein localization to telomere	5	10	9.232057392226207e-06	0.01823331334964676
GO:0045739	positive regulation of DNA repair	7	24	9.748682704692812e-06	0.019253648341768303
GO:0046777	protein autophosphorylation	16	134	1.049454895088938e-05	0.020726734178006526
GO:1901224	positive regulation of NIK/NF-kappaB signaling	9	44	1.2521925263796864e-05	0.024730802395998806
GO:0045727	positive regulation of translation	9	44	1.2521925263796864e-05	0.024730802395998806
GO:0071480	cellular response to gamma radiation	6	17	1.2623193571047362e-05	0.02493080730281854
GO:0045893	positive regulation of transcription, DNA-templated	33	444	1.5055347165958369e-05	0.029734310652767777
GO:0031396	regulation of protein ubiquitination	5	11	1.6459094573564247e-05	0.03250671178278939
GO:0006974	cellular response to DNA damage stimulus	19	187	1.6869883032602216e-05	0.033318018989389374
GO:0006975	DNA damage induced protein phosphorylation	4	6	1.799219311854033e-05	0.03553458140911715
GO:0048660	regulation of smooth muscle cell proliferation	4	6	1.799219311854033e-05	0.03553458140911715
GO:0007179	transforming growth factor beta receptor signaling pathway	9	46	1.8338113788432588e-05	0.03621777473215436
GO:0048146	positive regulation of fibroblast proliferation	7	27	2.2924257039386933e-05	0.045275407652789194
GO:0034605	cellular response to heat	7	27	2.2924257039386933e-05	0.045275407652789194
