# Term ID	Term name	num of genes	num of total genes	P-value	P-value corrected
R-HSA-156827	L13a-mediated translational silencing of Ceruloplasmin expression	55	111	4.252881760419232e-30	4.8780553792008596e-27
R-HSA-156902	Peptide chain elongation	49	89	1.0159955508839093e-29	1.1653468968638439e-26
R-HSA-975956	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	50	95	4.62313941556595e-29	5.302740909654145e-26
R-HSA-72706	GTP hydrolysis and joining of the 60S ribosomal subunit	54	112	8.423262206947851e-29	9.661481751369185e-26
R-HSA-975957	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	54	115	4.522423877159165e-28	5.187220187101563e-25
R-HSA-9010553	Regulation of expression of SLITs and ROBOs	66	170	4.538599013005842e-28	5.205773067917701e-25
R-HSA-192823	Viral mRNA Translation	47	89	1.82111859267233e-27	2.0888230257951628e-24
R-HSA-9633012	Response of EIF2AK4 (GCN2) to amino acid deficiency	50	101	1.9901287684265167e-27	2.2826776973852145e-24
R-HSA-72689	Formation of a pool of free 40S subunits	49	101	2.1945473967279044e-26	2.5171458640469064e-23
R-HSA-2408557	Selenocysteine synthesis	47	93	2.346455367233168e-26	2.691384306216444e-23
R-HSA-72764	Eukaryotic Translation Termination	47	93	2.346455367233168e-26	2.691384306216444e-23
R-HSA-1799339	SRP-dependent cotranslational protein targeting to membrane	47	112	5.611448139047281e-22	6.436331015487232e-19
R-HSA-72649	Translation initiation complex formation	32	58	7.590047536757903e-20	8.705784524661315e-17
R-HSA-72702	Ribosomal scanning and start codon recognition	31	58	1.0118185644173578e-18	1.1605558933867095e-15
R-HSA-5607764	CLEC7A (Dectin-1) signaling	35	79	1.3756942111870785e-17	1.577921260231579e-14
R-HSA-6791226	Major pathway of rRNA processing in the nucleolus and cytosol	54	182	5.569327528688299e-17	6.388018675405479e-14
R-HSA-2565942	Regulation of PLK1 Activity at G2/M Transition	36	87	7.058054365255197e-17	8.09558835694771e-14
R-HSA-72695	Formation of the ternary complex, and subsequently, the 43S complex	27	51	2.499679370597038e-16	2.867132238074803e-13
R-HSA-202424	Downstream TCR signaling	37	97	6.288254422899005e-16	7.212627823065159e-13
R-HSA-2871837	FCERI mediated NF-kB activation	33	81	2.4476519505724494e-15	2.8074567873065997e-12
R-HSA-9020702	Interleukin-1 signaling	34	87	4.108793854918138e-15	4.712786551591104e-12
R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	15	19	2.112966263915419e-13	2.4235723047109853e-10
