# Term ID	Term name	num of genes	num of total genes	P-value	P-value corrected
GO:0035095	behavioral response to nicotine	5	5	4.226574993106191e-14	3.3389942445538906e-12
GO:0007271	synaptic transmission, cholinergic	4	5	1.1057894230743663e-10	8.735736442287494e-09
GO:0007165	signal transduction	6	64	5.248382598114688e-09	4.1462222525106037e-07
GO:0060084	synaptic transmission involved in micturition	3	3	1.0997859811153209e-08	8.688309250811035e-07
GO:0050877	nervous system process	3	6	2.1896198498626102e-07	1.729799681391462e-05
GO:0042391	regulation of membrane potential	4	33	8.670697273968965e-07	6.849850846435482e-05
GO:0050881	musculoskeletal movement	2	2	5.18824036588571e-06	0.00040987098890497104
GO:0048630	skeletal muscle tissue growth	2	3	1.554272537826827e-05	0.0012278753048831934
GO:1905144	response to acetylcholine	2	3	1.554272537826827e-05	0.0012278753048831934
GO:0095500	acetylcholine receptor signaling pathway	2	4	3.104152576641818e-05	0.0024522805355470362
GO:0007274	neuromuscular synaptic transmission	2	4	3.104152576641818e-05	0.0024522805355470362
GO:0042053	regulation of dopamine metabolic process	2	4	3.104152576641818e-05	0.0024522805355470362
GO:0014059	regulation of dopamine secretion	2	5	5.166277853866217e-05	0.004081359504554311
GO:0035094	response to nicotine	2	6	7.738468681655326e-05	0.006113390258507707
GO:0051899	membrane depolarization	2	8	0.0001440436119056127	0.011379445340543403
GO:0048814	regulation of dendrite morphogenesis	2	12	0.0003376175644493811	0.026671787591501104
GO:0042113	B cell activation	2	14	0.0004641896092856464	0.03667097913356607
GO:0019233	sensory perception of pain	2	15	0.000534847382817128	0.04225294324255311
GO:0007626	locomotory behavior	2	16	0.0006103914423147967	0.04822092394286894
