# Term ID	Term name	num of genes	num of total genes	P-value	P-value corrected
GO:0035095	behavioral response to nicotine	5	5	4.226574993106191e-14	3.3389942445538906e-12
GO:0007271	synaptic transmission, cholinergic	4	5	1.1057894230743663e-10	4.367868221143747e-09
GO:0007165	signal transduction	6	64	5.248382598114688e-09	1.3820740841702011e-07
GO:0060084	synaptic transmission involved in micturition	3	3	1.0997859811153209e-08	2.1720773127027588e-07
GO:0050877	nervous system process	3	6	2.1896198498626102e-07	3.459599362782924e-06
GO:0042391	regulation of membrane potential	4	33	8.670697273968965e-07	1.141641807739247e-05
GO:0050881	musculoskeletal movement	2	2	5.18824036588571e-06	5.8552998414995865e-05
GO:0048630	skeletal muscle tissue growth	2	3	1.554272537826827e-05	0.00013643058943146592
GO:1905144	response to acetylcholine	2	3	1.554272537826827e-05	0.00013643058943146592
GO:0095500	acetylcholine receptor signaling pathway	2	4	3.104152576641818e-05	0.00020435671129558633
GO:0007274	neuromuscular synaptic transmission	2	4	3.104152576641818e-05	0.00020435671129558633
GO:0042053	regulation of dopamine metabolic process	2	4	3.104152576641818e-05	0.00020435671129558633
GO:0014059	regulation of dopamine secretion	2	5	5.166277853866217e-05	0.0003139507311195624
GO:0035094	response to nicotine	2	6	7.738468681655326e-05	0.0004366707327505505
GO:0051899	membrane depolarization	2	8	0.0001440436119056127	0.0007586296893695602
GO:0048814	regulation of dendrite morphogenesis	2	12	0.0003376175644493811	0.001666986724468819
GO:0042113	B cell activation	2	14	0.0004641896092856464	0.002157116419621533
GO:0019233	sensory perception of pain	2	15	0.000534847382817128	0.0023473857356973954
GO:0007626	locomotory behavior	2	16	0.0006103914423147967	0.0025379433654141546
GO:0007399	nervous system development	2	31	0.0023157233748043677	0.00657745348869882
GO:0014056	regulation of acetylcholine secretion, neurotransmission	1	1	0.00233124933776667	0.00657745348869882
GO:0001941	postsynaptic membrane organization	1	1	0.00233124933776667	0.00657745348869882
GO:0021562	vestibulocochlear nerve development	1	1	0.00233124933776667	0.00657745348869882
GO:0021771	lateral geniculate nucleus development	1	1	0.00233124933776667	0.00657745348869882
GO:0033603	positive regulation of dopamine secretion	1	1	0.00233124933776667	0.00657745348869882
GO:0042320	regulation of circadian sleep/wake cycle, REM sleep	1	1	0.00233124933776667	0.00657745348869882
GO:0001964	startle response	1	1	0.00233124933776667	0.00657745348869882
GO:0014062	regulation of serotonin secretion	1	1	0.00233124933776667	0.00657745348869882
GO:0006816	calcium ion transport	2	34	0.0027820155541162968	0.007578594095696119
GO:0050890	cognition	2	36	0.0031153931593093306	0.008203868652847904
GO:0042428	serotonin metabolic process	1	2	0.0046573104351965485	0.009682303273171771
GO:0006940	regulation of smooth muscle contraction	1	2	0.0046573104351965485	0.009682303273171771
GO:0048747	muscle fiber development	1	2	0.0046573104351965485	0.009682303273171771
GO:0021631	optic nerve morphogenesis	1	2	0.0046573104351965485	0.009682303273171771
GO:0032225	regulation of synaptic transmission, dopaminergic	1	2	0.0046573104351965485	0.009682303273171771
GO:0045759	negative regulation of action potential	1	2	0.0046573104351965485	0.009682303273171771
GO:0007198	adenylate cyclase-inhibiting serotonin receptor signaling pathway	1	2	0.0046573104351965485	0.009682303273171771
GO:0014827	intestine smooth muscle contraction	1	2	0.0046573104351965485	0.009682303273171771
GO:0007171	activation of transmembrane receptor protein tyrosine kinase activity	1	3	0.006978194290113483	0.013781933722974128
GO:0042220	response to cocaine	1	3	0.006978194290113483	0.013781933722974128
GO:0035640	exploration behavior	1	4	0.009293911878387216	0.016315978630946443
GO:0001666	response to hypoxia	2	62	0.009015081580448659	0.016315978630946443
GO:0001508	action potential	1	4	0.009293911878387216	0.016315978630946443
GO:0021952	central nervous system projection neuron axonogenesis	1	4	0.009293911878387216	0.016315978630946443
GO:0007210	serotonin receptor signaling pathway	1	4	0.009293911878387216	0.016315978630946443
GO:0001662	behavioral fear response	1	5	0.011604474153300104	0.01870925424715731
GO:0060080	inhibitory postsynaptic potential	1	5	0.011604474153300104	0.01870925424715731
GO:0006939	smooth muscle contraction	1	5	0.011604474153300104	0.01870925424715731
GO:0051963	regulation of synapse assembly	1	5	0.011604474153300104	0.01870925424715731
GO:0019228	neuronal action potential	1	6	0.013909892046538221	0.021977629433530387
GO:0007528	neuromuscular junction development	1	7	0.016210176467483642	0.025109881194729563
GO:0046716	muscle cell cellular homeostasis	1	8	0.018505338304270206	0.027072624556247152
GO:0050905	neuromuscular process	1	8	0.018505338304270206	0.027072624556247152
GO:0008306	associative learning	1	8	0.018505338304270206	0.027072624556247152
GO:0051492	regulation of stress fiber assembly	1	9	0.020795388421925937	0.028821678690037704
GO:0060079	excitatory postsynaptic potential	1	9	0.020795388421925937	0.028821678690037704
GO:0006811	ion transport	1	9	0.020795388421925937	0.028821678690037704
GO:0008542	visual learning	1	10	0.023080337663886306	0.0303891112574503
GO:0006936	muscle contraction	1	10	0.023080337663886306	0.0303891112574503
GO:0007268	chemical synaptic transmission	1	10	0.023080337663886306	0.0303891112574503
GO:0045471	response to ethanol	1	12	0.02763497678815336	0.03521230913329219
GO:0070050	neuron cellular homeostasis	1	12	0.02763497678815336	0.03521230913329219
GO:0003009	skeletal muscle contraction	1	13	0.029904688247996098	0.03691359955612018
GO:0006812	cation transport	1	13	0.029904688247996098	0.03691359955612018
GO:0007218	neuropeptide signaling pathway	1	16	0.036683519233839404	0.044584584914974044
