# Term ID	Term name	num of genes	num of total genes	P-value	P-value corrected
GO:0018107	peptidyl-threonine phosphorylation	10	44	2.1053632654707032e-09	6.476531186558348e-07
GO:0018105	peptidyl-serine phosphorylation	13	88	2.173332612939043e-09	6.476531186558348e-07
GO:0007271	synaptic transmission, cholinergic	5	5	1.2755593252427706e-09	6.476531186558348e-07
GO:0035095	behavioral response to nicotine	5	5	1.2755593252427706e-09	6.476531186558348e-07
GO:0006468	protein phosphorylation	18	230	5.449113364409095e-08	1.1109154300145198e-05
GO:0007099	centriole replication	6	14	5.591856191348254e-08	1.1109154300145198e-05
GO:0043066	negative regulation of apoptotic process	19	268	1.1023707883591675e-07	1.8771799710344682e-05
GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	8	42	3.9508422009954037e-07	5.8867548794831516e-05
GO:0071276	cellular response to cadmium ion	6	22	1.2424518841702872e-06	0.0001645558495478869
GO:0060084	synaptic transmission involved in micturition	3	3	4.694507875009205e-06	0.0005087139442737247
GO:0034605	cellular response to heat	6	27	4.59705085443782e-06	0.0005087139442737247
GO:0035556	intracellular signal transduction	9	83	9.883217191851208e-06	0.0009817329077238866
GO:0007165	signal transduction	8	64	1.082260077411894e-05	0.0009923492402115213
GO:0042053	regulation of dopamine metabolic process	3	4	1.8545147285384148e-05	0.0015789868260127073
GO:0070555	response to interleukin-1	5	21	2.0857955569638523e-05	0.001657512202600608
GO:0031396	regulation of protein ubiquitination	4	11	2.3354049983051942e-05	0.0017398767237373697
GO:0032091	negative regulation of protein binding	7	57	4.40190955116792e-05	0.0029150423249956446
GO:0045944	positive regulation of transcription by RNA polymerase II	27	705	4.3588134560479814e-05	0.0029150423249956446
GO:0010628	positive regulation of gene expression	15	284	8.588827145286183e-05	0.004312303460944927
GO:1901224	positive regulation of NIK/NF-kappaB signaling	6	44	8.653302190827541e-05	0.004312303460944927
GO:0034614	cellular response to reactive oxygen species	5	27	7.625617097909973e-05	0.004312303460944927
GO:0035094	response to nicotine	3	6	9.044260614397918e-05	0.004312303460944927
GO:0050877	nervous system process	3	6	9.044260614397918e-05	0.004312303460944927
GO:0048660	regulation of smooth muscle cell proliferation	3	6	9.044260614397918e-05	0.004312303460944927
GO:1904951	positive regulation of establishment of protein localization	3	6	9.044260614397918e-05	0.004312303460944927
GO:0051091	positive regulation of DNA-binding transcription factor activity	8	88	0.00011167735394447538	0.005119977150069795
GO:0045893	positive regulation of transcription, DNA-templated	19	444	0.0001640734825661755	0.007075407160754152
GO:0071222	cellular response to lipopolysaccharide	7	70	0.00016620083934657404	0.007075407160754152
GO:0008284	positive regulation of cell proliferation	14	270	0.00018075149447641602	0.007429509703996135
GO:0042770	signal transduction in response to DNA damage	3	8	0.00024701334287035226	0.008202093631576332
GO:0042391	regulation of membrane potential	5	33	0.00020662664531951685	0.008202093631576332
GO:0031398	positive regulation of protein ubiquitination	6	52	0.00022334562464841853	0.008202093631576332
GO:1904646	cellular response to amyloid-beta	5	35	0.0002750580722267923	0.008202093631576332
GO:0043536	positive regulation of blood vessel endothelial cell migration	5	35	0.0002750580722267923	0.008202093631576332
GO:0016567	protein ubiquitination	10	150	0.00021514401710870452	0.008202093631576332
GO:0050881	musculoskeletal movement	2	2	0.00028211899236126644	0.008202093631576332
GO:0045759	negative regulation of action potential	2	2	0.00028211899236126644	0.008202093631576332
GO:0010332	response to gamma radiation	3	8	0.00024701334287035226	0.008202093631576332
GO:0007198	adenylate cyclase-inhibiting serotonin receptor signaling pathway	2	2	0.00028211899236126644	0.008202093631576332
GO:0140039	cell-cell adhesion in response to extracellular stimulus	2	2	0.00028211899236126644	0.008202093631576332
GO:0034502	protein localization to chromosome	2	2	0.00028211899236126644	0.008202093631576332
GO:1903827	regulation of cellular protein localization	3	10	0.0005163207728064667	0.014653675266316866
GO:0045429	positive regulation of nitric oxide biosynthetic process	4	23	0.0005351681503601675	0.014835358958821387
GO:0031647	regulation of protein stability	6	62	0.0005872270002732494	0.015908513280129846
GO:0006979	response to oxidative stress	5	44	0.0008145445751842662	0.016627763498765928
GO:0007229	integrin-mediated signaling pathway	5	44	0.0008145445751842662	0.016627763498765928
GO:0034644	cellular response to UV	5	44	0.0008145445751842662	0.016627763498765928
GO:0070141	response to UV-A	2	3	0.0008369679613472781	0.016627763498765928
GO:0051865	protein autoubiquitination	6	65	0.0007569706098453986	0.016627763498765928
GO:0009987	cellular process	2	3	0.0008369679613472781	0.016627763498765928
GO:1904996	positive regulation of leukocyte adhesion to vascular endothelial cell	3	11	0.0007011832938461992	0.016627763498765928
GO:1902254	negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator	2	3	0.0008369679613472781	0.016627763498765928
GO:0048630	skeletal muscle tissue growth	2	3	0.0008369679613472781	0.016627763498765928
GO:1905144	response to acetylcholine	2	3	0.0008369679613472781	0.016627763498765928
GO:0031281	positive regulation of cyclase activity	2	3	0.0008369679613472781	0.016627763498765928
GO:0045899	positive regulation of RNA polymerase II transcriptional preinitiation complex assembly	2	3	0.0008369679613472781	0.016627763498765928
GO:0045621	positive regulation of lymphocyte differentiation	2	3	0.0008369679613472781	0.016627763498765928
GO:2000630	positive regulation of miRNA metabolic process	2	3	0.0008369679613472781	0.016627763498765928
GO:0072717	cellular response to actinomycin D	2	3	0.0008369679613472781	0.016627763498765928
GO:1904385	cellular response to angiotensin	2	3	0.0008369679613472781	0.016627763498765928
GO:0046677	response to antibiotic	3	12	0.000923387024337007	0.016676929288025943
GO:0000122	negative regulation of transcription by RNA polymerase II	18	469	0.0008982666270584622	0.016676929288025943
GO:0048814	regulation of dendrite morphogenesis	3	12	0.000923387024337007	0.016676929288025943
GO:0031333	negative regulation of protein complex assembly	4	26	0.0008687015901715036	0.016676929288025943
GO:0046827	positive regulation of protein export from nucleus	3	12	0.000923387024337007	0.016676929288025943
GO:0030010	establishment of cell polarity	3	12	0.000923387024337007	0.016676929288025943
GO:0071479	cellular response to ionizing radiation	4	27	0.0010065181848313161	0.017643671710572482
GO:0001932	regulation of protein phosphorylation	4	27	0.0010065181848313161	0.017643671710572482
GO:0001934	positive regulation of protein phosphorylation	8	122	0.0010329337547434563	0.01784430486455362
GO:0051402	neuron apoptotic process	3	13	0.001185618075106009	0.020189382078948038
GO:0051897	positive regulation of protein kinase B signaling	6	71	0.0012081927393444308	0.02028402458166988
GO:0018108	peptidyl-tyrosine phosphorylation	5	51	0.0016029130278861848	0.023490783384130055
GO:0035640	exploration behavior	2	4	0.0016553907753917153	0.023490783384130055
GO:0032092	positive regulation of protein binding	5	50	0.0014654051731804113	0.023490783384130055
GO:0043149	stress fiber assembly	3	14	0.0014903974191300005	0.023490783384130055
GO:0042113	B cell activation	3	14	0.0014903974191300005	0.023490783384130055
GO:0095500	acetylcholine receptor signaling pathway	2	4	0.0016553907753917153	0.023490783384130055
GO:0007274	neuromuscular synaptic transmission	2	4	0.0016553907753917153	0.023490783384130055
GO:0051702	interaction with symbiont	2	4	0.0016553907753917153	0.023490783384130055
GO:0008340	determination of adult lifespan	2	4	0.0016553907753917153	0.023490783384130055
GO:0009409	response to cold	2	4	0.0016553907753917153	0.023490783384130055
GO:1905323	telomerase holoenzyme complex assembly	2	4	0.0016553907753917153	0.023490783384130055
GO:0070842	aggresome assembly	2	4	0.0016553907753917153	0.023490783384130055
GO:1903724	positive regulation of centriole elongation	2	4	0.0016553907753917153	0.023490783384130055
GO:0051973	positive regulation of telomerase activity	4	31	0.0017126240786828283	0.02401703413870508
GO:2000379	positive regulation of reactive oxygen species metabolic process	3	15	0.0018400866771113233	0.025504457199031362
GO:1902895	positive regulation of pri-miRNA transcription by RNA polymerase II	4	32	0.0019318965589598881	0.02646920342850789
GO:0007626	locomotory behavior	3	16	0.0022368937405485827	0.028982362377542505
GO:0000165	MAPK cascade	4	33	0.002169864822857892	0.028982362377542505
GO:0043923	positive regulation by host of viral transcription	3	16	0.0022368937405485827	0.028982362377542505
GO:0051131	chaperone-mediated protein complex assembly	3	16	0.0022368937405485827	0.028982362377542505
GO:0071392	cellular response to estradiol stimulus	3	16	0.0022368937405485827	0.028982362377542505
GO:0031648	protein destabilization	4	34	0.0024273154099544894	0.03111139751253496
GO:0061154	endothelial tube morphogenesis	2	5	0.0027284590849536677	0.03185182948573587
GO:0042752	regulation of circadian rhythm	5	57	0.0026352096602223086	0.03185182948573587
GO:0045892	negative regulation of transcription, DNA-templated	15	396	0.0027522973465023445	0.03185182948573587
GO:0071480	cellular response to gamma radiation	3	17	0.0026828782362451785	0.03185182948573587
GO:0071316	cellular response to nicotine	2	5	0.0027284590849536677	0.03185182948573587
GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	3	17	0.0026828782362451785	0.03185182948573587
GO:0071681	cellular response to indole-3-methanol	2	5	0.0027284590849536677	0.03185182948573587
