# Term ID	Term name	num of genes	num of total genes	P-value	P-value corrected
R-HSA-629597	Highly calcium permeable nicotinic acetylcholine receptors	7	7	3.525128631440144e-13	1.3183981081586138e-10
R-HSA-629587	Highly sodium permeable postsynaptic acetylcholine nicotinic receptors	7	7	3.525128631440144e-13	1.3183981081586138e-10
R-HSA-2565942	Regulation of PLK1 Activity at G2/M Transition	15	87	1.2955960978195381e-11	2.4227647029225365e-09
R-HSA-629594	Highly calcium permeable postsynaptic nicotinic acetylcholine receptors	7	9	1.2332894451128197e-11	2.4227647029225365e-09
R-HSA-380259	Loss of Nlp from mitotic centrosomes	13	69	9.923231784017354e-11	1.2370962290741634e-08
R-HSA-380284	Loss of proteins required for interphase microtubule organization from the centrosome	13	69	9.923231784017354e-11	1.2370962290741634e-08
R-HSA-9009391	Extra-nuclear estrogen signaling	12	57	1.3583036808424012e-10	1.4514445046715945e-08
R-HSA-8854518	AURKA Activation by TPX2	13	72	1.7424918436791126e-10	1.6292298738399705e-08
R-HSA-3371511	HSF1 activation	7	12	2.599413251823198e-10	2.1604012359597246e-08
R-HSA-75035	Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex	7	13	5.552198815253206e-10	4.153044713809398e-08
R-HSA-380270	Recruitment of mitotic centrosome proteins and complexes	13	81	8.089079921017081e-10	5.0421931507673135e-08
R-HSA-5620912	Anchoring of the basal body to the plasma membrane	14	97	7.556733165797128e-10	5.0421931507673135e-08
R-HSA-111447	Activation of BAD and translocation to mitochondria 	7	15	2.0234571422571398e-09	1.1642661095448773e-07
R-HSA-380320	Recruitment of NuMA to mitotic centrosomes	13	92	4.097599718330251e-09	2.18928899236502e-07
R-HSA-5625740	RHO GTPases activate PKNs	8	29	1.812892412861488e-08	9.040290165469287e-07
R-HSA-112314	Neurotransmitter receptors and postsynaptic signal transmission	5	7	2.686012499748697e-08	1.2557108436325159e-06
R-HSA-1445148	Translocation of SLC2A4 (GLUT4) to the plasma membrane	10	71	2.802685166055358e-07	1.2331814730643574e-05
R-HSA-6804756	Regulation of TP53 Activity through Phosphorylation	11	92	3.868520519191384e-07	1.6075851935306417e-05
R-HSA-9614399	Regulation of localization of FOXO transcription factors	5	11	5.592581651416937e-07	2.0916255376299346e-05
R-HSA-8939211	ESR-mediated signaling	5	11	5.592581651416937e-07	2.0916255376299346e-05
R-HSA-2029482	Regulation of actin dynamics for phagocytic cup formation	9	61	7.518927375891417e-07	2.678170322460371e-05
R-HSA-4420097	VEGFA-VEGFR2 Pathway	9	62	8.669415575389245e-07	2.9476012956323433e-05
R-HSA-9613829	Chaperone Mediated Autophagy	6	22	1.2866976676165796e-06	4.1845645885965286e-05
R-HSA-3371453	Regulation of HSF1-mediated heat shock response	9	69	2.1887170268768837e-06	6.821501400432954e-05
R-HSA-5689896	Ovarian tumor domain proteases	7	38	2.8592038724438247e-06	8.554737986351923e-05
R-HSA-9664422	FCGR3A-mediated phagocytosis	8	59	6.084884674564355e-06	0.0001750574514066976
R-HSA-5693565	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	8	65	1.2707888782535547e-05	0.00033948217176202106
