# Term ID	Term name	num of genes	num of total genes	P-value	P-value corrected
GO:0004674	protein serine/threonine kinase activity	59	211	1.7961411533792314e-12	1.1782685966167757e-09
GO:0004672	protein kinase activity	36	98	8.467791356311027e-12	2.7774355648700167e-09
GO:0015464	acetylcholine receptor activity	8	10	6.590820461233054e-07	0.00010808945556422208
GO:0098505	G-rich strand telomeric DNA binding	8	10	6.590820461233054e-07	0.00010808945556422208
GO:0022848	acetylcholine-gated cation-selective channel activity	7	9	4.937665410294592e-06	0.0006478217018306505
GO:0003682	chromatin binding	36	161	1.3967842739947625e-05	0.0015271508062342737
GO:0003723	RNA binding	32	137	1.6408922046211e-05	0.0015377504089020592
GO:0003684	damaged DNA binding	11	25	2.320990277648765e-05	0.0019032120276719874
GO:0004713	protein tyrosine kinase activity	16	49	3.159001151322169e-05	0.002072304755267343
GO:0003730	mRNA 3'-UTR binding	15	44	3.1334845204761684e-05	0.002072304755267343
GO:0048027	mRNA 5'-UTR binding	10	22	3.907271672297296e-05	0.002135975180855855
GO:0033558	protein deacetylase activity	7	11	3.7204951766057905e-05	0.002135975180855855
GO:0003714	transcription corepressor activity	24	95	4.873751348053554e-05	0.0024593699110177936
GO:0001046	core promoter sequence-specific DNA binding	8	15	5.733148792779928e-05	0.002686389720045452
GO:0051787	misfolded protein binding	6	9	9.799775623588699e-05	0.0042580306287789155
GO:0000979	RNA polymerase II core promoter sequence-specific DNA binding	8	16	0.00010385440557997355	0.0042580306287789155
GO:0030235	nitric-oxide synthase regulator activity	4	4	0.0001349430203941226	0.004659085335712864
GO:1904315	transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential	4	4	0.0001349430203941226	0.004659085335712864
GO:0022850	serotonin-gated cation-selective channel activity	4	4	0.0001349430203941226	0.004659085335712864
GO:1990841	promoter-specific chromatin binding	12	35	0.00018268332861893778	0.005992013178701159
GO:0003713	transcription coactivator activity	30	144	0.0002745720184535565	0.0075761058855512015
GO:0004693	cyclin-dependent protein serine/threonine kinase activity	5	7	0.00025257829269409026	0.0075761058855512015
GO:0003724	RNA helicase activity	7	14	0.0002887235474676525	0.0075761058855512015
GO:0042162	telomeric DNA binding	9	22	0.0002577904721411447	0.0075761058855512015
GO:0019789	SUMO transferase activity	7	14	0.0002887235474676525	0.0075761058855512015
GO:0004879	nuclear receptor activity	9	23	0.00038334161308509266	0.0096720037763008
GO:0031625	ubiquitin protein ligase binding	11	33	0.000447547592259962	0.01087374890824204
GO:0004407	histone deacetylase activity	7	15	0.0004911915995606987	0.011507917475422083
GO:0051082	unfolded protein binding	9	24	0.0005552401996992908	0.012559916241473613
GO:0003691	double-stranded telomeric DNA binding	5	8	0.0006136126210460549	0.012642388384565228
GO:0061733	peptide-lysine-N-acetyltransferase activity	4	5	0.000616701872417816	0.012642388384565228
GO:1990948	ubiquitin ligase inhibitor activity	4	5	0.000616701872417816	0.012642388384565228
GO:0003677	DNA binding	44	252	0.0007894300151552351	0.015206832723100208
GO:0003729	mRNA binding	16	63	0.000811340160531261	0.015206832723100208
GO:0008143	poly(A) binding	6	12	0.0008092291381699239	0.015206832723100208
GO:0004712	protein serine/threonine/tyrosine kinase activity	5	9	0.0012581312020398976	0.022306326176707372
GO:0030911	TPR domain binding	3	3	0.0012541362677310883	0.022306326176707372
GO:0003725	double-stranded RNA binding	14	54	0.001364575368454209	0.023556880044893713
GO:0016887	ATPase activity	20	92	0.0016075750197594213	0.027040236229799498
GO:0051117	ATPase binding	6	14	0.0021747518960526986	0.03566593109526426
GO:0019899	enzyme binding	8	24	0.002702445514511531	0.043239128232184496
GO:0031490	chromatin DNA binding	10	35	0.0030102515583970268	0.04701726243591547
