# Term ID	Term name	num of genes	num of total genes	P-value	P-value corrected
GO:0006468	protein phosphorylation	65	230	3.9373315369042226e-19	1.1623002696941266e-15
GO:0018105	peptidyl-serine phosphorylation	35	88	7.010570166239373e-16	2.0695203130738626e-12
GO:0043066	negative regulation of apoptotic process	57	268	3.385478953217342e-11	9.993933869897594e-08
GO:0018107	peptidyl-threonine phosphorylation	20	44	6.618409778235984e-11	1.9537545665352623e-07
GO:0050821	protein stabilization	38	151	4.760973308250152e-10	1.405439320595445e-06
GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	18	42	1.964408611465502e-09	5.798934221046162e-06
GO:0045944	positive regulation of transcription by RNA polymerase II	105	705	2.4704625767873774e-09	7.292805526676338e-06
GO:0000122	negative regulation of transcription by RNA polymerase II	76	469	1.3559992039829871e-08	4.002909650157778e-05
GO:0032212	positive regulation of telomere maintenance via telomerase	14	30	3.3348443659697325e-08	9.84446056834265e-05
GO:0071276	cellular response to cadmium ion	12	22	3.5008304350712466e-08	0.0001033445144433032
GO:0046777	protein autophosphorylation	31	134	1.549979506064152e-07	0.0004575539501901377
GO:0001934	positive regulation of protein phosphorylation	29	122	2.0988625392651812e-07	0.0006195842215910815
GO:0006476	protein deacetylation	9	14	2.810546424153825e-07	0.0008296733044102092
GO:0010628	positive regulation of gene expression	50	284	3.665280765500978e-07	0.0010819908819758887
GO:0042307	positive regulation of protein import into nucleus	12	26	3.804512875267676e-07	0.001123092200779018
GO:0032091	negative regulation of protein binding	18	57	5.110754317882256e-07	0.0015086946746388418
GO:0042752	regulation of circadian rhythm	18	57	5.110754317882256e-07	0.0015086946746388418
GO:0034605	cellular response to heat	12	27	6.32548392987624e-07	0.001867282856099466
GO:0045892	negative regulation of transcription, DNA-templated	62	396	1.0748246302848414e-06	0.0031728823086008516
GO:0045727	positive regulation of translation	15	44	1.5309748453485913e-06	0.004519437743469042
GO:0031647	regulation of protein stability	18	62	2.032558892486307e-06	0.006000113850619578
GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	21	81	2.2445698326341248e-06	0.006625970145935936
GO:0018108	peptidyl-tyrosine phosphorylation	16	51	2.4234707702911886e-06	0.007154085713899589
GO:0051091	positive regulation of DNA-binding transcription factor activity	22	88	2.502543681516968e-06	0.007387508947838089
GO:0043536	positive regulation of blood vessel endothelial cell migration	13	35	2.5405361290752777e-06	0.00749966265303022
GO:0002181	cytoplasmic translation	10	21	2.5720143866118093e-06	0.007592586469278061
GO:0071480	cellular response to gamma radiation	9	17	2.7029293380464342e-06	0.007979047405913074
GO:1904851	positive regulation of establishment of protein localization to telomere	7	10	2.8331933374421797e-06	0.008363586732129315
GO:0007271	synaptic transmission, cholinergic	5	5	4.220749421512381e-06	0.012459652292304549
GO:0035095	behavioral response to nicotine	5	5	4.220749421512381e-06	0.012459652292304549
GO:2000059	negative regulation of ubiquitin-dependent protein catabolic process	8	14	4.693500975878706e-06	0.01385521488079394
GO:0034614	cellular response to reactive oxygen species	11	27	5.30722355650794e-06	0.01566692393881144
GO:1902895	positive regulation of pri-miRNA transcription by RNA polymerase II	12	32	5.527538284567557e-06	0.01631729301604343
GO:0016567	protein ubiquitination	30	150	6.239035157389926e-06	0.01841763178461506
GO:0008284	positive regulation of cell proliferation	45	270	6.461949359208175e-06	0.019075674508382535
GO:0031396	regulation of protein ubiquitination	7	11	7.222894078559427e-06	0.02132198331990743
GO:0033209	tumor necrosis factor-mediated signaling pathway	11	28	8.079679680426255e-06	0.023851214416618305
GO:0007229	integrin-mediated signaling pathway	14	44	8.599390899304962e-06	0.025385401934748246
GO:1901224	positive regulation of NIK/NF-kappaB signaling	14	44	8.599390899304962e-06	0.025385401934748246
GO:0032092	positive regulation of protein binding	15	50	9.266467381764678e-06	0.02735461171096933
GO:0006338	chromatin remodeling	14	45	1.1525818022375222e-05	0.03402421480205166
GO:0045893	positive regulation of transcription, DNA-templated	64	444	1.217130560485458e-05	0.03592969414553072
GO:0035556	intracellular signal transduction	20	83	1.2928263366811955e-05	0.03816423345882889
GO:0006974	cellular response to DNA damage stimulus	34	187	1.3589925896089525e-05	0.040117461245256274
GO:0007179	transforming growth factor beta receptor signaling pathway	14	46	1.5298457599045883e-05	0.04516104683238345
