# Term ID	Term name	num of genes	num of total genes	P-value	P-value corrected
GO:0015464	acetylcholine receptor activity	8	10	1.70294181880864e-12	4.2232957106454275e-10
GO:0022848	acetylcholine-gated cation-selective channel activity	7	9	6.604308932652803e-11	8.189343076489476e-09
GO:0030235	nitric-oxide synthase regulator activity	4	4	2.0837950523312691e-07	1.0335623459563095e-05
GO:1904315	transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential	4	4	2.0837950523312691e-07	1.0335623459563095e-05
GO:0022850	serotonin-gated cation-selective channel activity	4	4	2.0837950523312691e-07	1.0335623459563095e-05
GO:0051117	ATPase binding	5	14	7.493287173657127e-06	0.00030972253651116125
GO:0004674	protein serine/threonine kinase activity	16	211	1.1246407494578823e-05	0.00034863863233194355
GO:0030911	TPR domain binding	3	3	9.844595856273291e-06	0.00034863863233194355
GO:0004993	G protein-coupled serotonin receptor activity	4	9	2.4122347684232323e-05	0.0006647046917432907
GO:0042166	acetylcholine binding	3	6	0.00018767171370102044	0.004654258499785307
GO:0004672	protein kinase activity	9	98	0.00024559118471276253	0.005075551150730426
GO:0001046	core promoter sequence-specific DNA binding	4	15	0.0002361375223169913	0.005075551150730426
GO:0097472	cyclin-dependent protein kinase activity	2	2	0.00046219436979146435	0.008187443122020226
GO:0031624	ubiquitin conjugating enzyme binding	2	2	0.00046219436979146435	0.008187443122020226
GO:0003682	chromatin binding	11	161	0.0006822837720425293	0.011280425031103151
GO:0016301	kinase activity	5	37	0.0010928002340997547	0.01594202694451407
GO:0098505	G-rich strand telomeric DNA binding	3	10	0.0010565106162820858	0.01594202694451407
GO:0035173	histone kinase activity	2	3	0.00136689391761979	0.016949484578485396
GO:0090722	receptor-receptor interaction	2	3	0.00136689391761979	0.016949484578485396
GO:0016874	ligase activity	2	3	0.00136689391761979	0.016949484578485396
GO:0005524	ATP binding	12	213	0.002112558452149468	0.024948309339669912
GO:0030284	estrogen receptor activity	2	4	0.002695034590343857	0.029059503408925064
GO:0034056	estrogen response element binding	2	4	0.002695034590343857	0.029059503408925064
GO:0016887	ATPase activity	7	92	0.0035897775942982167	0.036566334108130545
GO:0008013	beta-catenin binding	4	30	0.0036861223899325142	0.036566334108130545
GO:0004713	protein tyrosine kinase activity	5	49	0.0038850720873780196	0.037057610679605724
GO:0000979	RNA polymerase II core promoter sequence-specific DNA binding	3	16	0.004483072903873863	0.039707217148597075
GO:0050811	GABA receptor binding	2	5	0.004428159941075179	0.039707217148597075
