# Term ID	Term name	num of genes	num of total genes	P-value	P-value corrected
GO:0007271	synaptic transmission, cholinergic	5	5	1.2755593252427706e-09	1.5204667156893825e-06
GO:0035095	behavioral response to nicotine	5	5	1.2755593252427706e-09	1.5204667156893825e-06
GO:0018107	peptidyl-threonine phosphorylation	10	44	2.1053632654707032e-09	2.509593012441078e-06
GO:0018105	peptidyl-serine phosphorylation	13	88	2.173332612939043e-09	2.590612474623339e-06
GO:0006468	protein phosphorylation	18	230	5.449113364409095e-08	6.495343130375641e-05
GO:0007099	centriole replication	6	14	5.591856191348254e-08	6.665492580087119e-05
GO:0043066	negative regulation of apoptotic process	19	268	1.1023707883591675e-07	0.00013140259797241277
GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	8	42	3.9508422009954037e-07	0.00047094039035865213
GO:0071276	cellular response to cadmium ion	6	22	1.2424518841702872e-06	0.0014810026459309822
GO:0034605	cellular response to heat	6	27	4.59705085443782e-06	0.005479684618489881
GO:0060084	synaptic transmission involved in micturition	3	3	4.694507875009205e-06	0.005595853387010972
GO:0035556	intracellular signal transduction	9	83	9.883217191851208e-06	0.01178079489268664
GO:0007165	signal transduction	8	64	1.082260077411894e-05	0.012900540122749778
GO:0042053	regulation of dopamine metabolic process	3	4	1.8545147285384148e-05	0.022105815564177903
GO:0070555	response to interleukin-1	5	21	2.0857955569638523e-05	0.02486268303900912
GO:0031396	regulation of protein ubiquitination	4	11	2.3354049983051942e-05	0.027838027579797916
