# Term ID	Term name	num of genes	num of total genes	P-value	P-value corrected
GO:1902476	chloride transmembrane transport	5	15	6.947436074483151e-08	1.1741166965876526e-05
GO:0007218	neuropeptide signaling pathway	3	7	1.7954771654121102e-05	0.0015171782047732332
GO:0043268	positive regulation of potassium ion transport	2	2	6.920580738496685e-05	0.00233915628961188
GO:0071361	cellular response to ethanol	2	2	6.920580738496685e-05	0.00233915628961188
GO:0001964	startle response	2	2	6.920580738496685e-05	0.00233915628961188
GO:0035624	receptor transactivation	2	4	0.0004110537858251682	0.0069468089804453435
GO:0071230	cellular response to amino acid stimulus	2	4	0.0004110537858251682	0.0069468089804453435
GO:0095500	acetylcholine receptor signaling pathway	2	4	0.0004110537858251682	0.0069468089804453435
GO:0007191	adenylate cyclase-activating dopamine receptor signaling pathway	2	4	0.0004110537858251682	0.0069468089804453435
GO:0071294	cellular response to zinc ion	2	4	0.0004110537858251682	0.0069468089804453435
GO:0071875	adrenergic receptor signaling pathway	2	5	0.0006816331193127852	0.008861230551066208
GO:0060134	prepulse inhibition	2	5	0.0006816331193127852	0.008861230551066208
GO:0006811	ion transport	2	5	0.0006816331193127852	0.008861230551066208
GO:0034220	ion transmembrane transport	2	6	0.0010172923910740264	0.011461494272767365
GO:0008542	visual learning	2	6	0.0010172923910740264	0.011461494272767365
GO:0007186	G protein-coupled receptor signaling pathway	3	51	0.008452789508958287	0.03449559349705094
GO:0016197	endosomal transport	1	1	0.00857286938979964	0.03449559349705094
GO:0002031	G protein-coupled receptor internalization	1	1	0.00857286938979964	0.03449559349705094
GO:0032148	activation of protein kinase B activity	2	11	0.003637015737282352	0.03449559349705094
GO:0071881	adenylate cyclase-inhibiting adrenergic receptor signaling pathway	1	1	0.00857286938979964	0.03449559349705094
GO:0071882	phospholipase C-activating adrenergic receptor signaling pathway	1	1	0.00857286938979964	0.03449559349705094
GO:0043270	positive regulation of ion transport	1	1	0.00857286938979964	0.03449559349705094
GO:0032412	regulation of ion transmembrane transporter activity	1	1	0.00857286938979964	0.03449559349705094
GO:0050893	sensory processing	1	1	0.00857286938979964	0.03449559349705094
GO:0140059	dendrite arborization	1	1	0.00857286938979964	0.03449559349705094
GO:0019226	transmission of nerve impulse	1	1	0.00857286938979964	0.03449559349705094
GO:0046717	acid secretion	1	1	0.00857286938979964	0.03449559349705094
GO:0048715	negative regulation of oligodendrocyte differentiation	1	1	0.00857286938979964	0.03449559349705094
GO:0050883	musculoskeletal movement, spinal reflex action	1	1	0.00857286938979964	0.03449559349705094
GO:0051970	negative regulation of transmission of nerve impulse	1	1	0.00857286938979964	0.03449559349705094
GO:0060012	synaptic transmission, glycinergic	1	1	0.00857286938979964	0.03449559349705094
GO:0097305	response to alcohol	1	1	0.00857286938979964	0.03449559349705094
GO:0017121	phospholipid scrambling	1	1	0.00857286938979964	0.03449559349705094
GO:0034767	positive regulation of ion transmembrane transport	1	1	0.00857286938979964	0.03449559349705094
GO:0051495	positive regulation of cytoskeleton organization	1	1	0.00857286938979964	0.03449559349705094
GO:1904172	positive regulation of bleb assembly	1	1	0.00857286938979964	0.03449559349705094
GO:1904468	negative regulation of tumor necrosis factor secretion	1	1	0.00857286938979964	0.03449559349705094
GO:0034255	regulation of urea metabolic process	1	1	0.00857286938979964	0.03449559349705094
GO:0038185	intracellular bile acid receptor signaling pathway	1	1	0.00857286938979964	0.03449559349705094
GO:0071417	cellular response to organonitrogen compound	1	1	0.00857286938979964	0.03449559349705094
GO:1905695	positive regulation of phosphatidic acid biosynthetic process	1	1	0.00857286938979964	0.03449559349705094
GO:2000213	positive regulation of glutamate metabolic process	1	1	0.00857286938979964	0.03449559349705094
GO:0042493	response to drug	2	22	0.01445135562998748	0.042440206945725964
GO:0071880	adenylate cyclase-activating adrenergic receptor signaling pathway	1	2	0.017076532972244766	0.042440206945725964
GO:0051926	negative regulation of calcium ion transport	1	2	0.017076532972244766	0.042440206945725964
GO:0061179	negative regulation of insulin secretion involved in cellular response to glucose stimulus	1	2	0.017076532972244766	0.042440206945725964
GO:1901020	negative regulation of calcium ion transmembrane transporter activity	1	2	0.017076532972244766	0.042440206945725964
GO:0006874	cellular calcium ion homeostasis	2	20	0.012006707737521275	0.042440206945725964
GO:1905906	regulation of amyloid fibril formation	1	2	0.017076532972244766	0.042440206945725964
GO:0007617	mating behavior	1	2	0.017076532972244766	0.042440206945725964
GO:0098815	modulation of excitatory postsynaptic potential	1	2	0.017076532972244766	0.042440206945725964
GO:0097061	dendritic spine organization	1	2	0.017076532972244766	0.042440206945725964
GO:0007614	short-term memory	1	2	0.017076532972244766	0.042440206945725964
GO:0043409	negative regulation of MAPK cascade	1	2	0.017076532972244766	0.042440206945725964
GO:0060161	positive regulation of dopamine receptor signaling pathway	1	2	0.017076532972244766	0.042440206945725964
GO:1905920	positive regulation of CoA-transferase activity	1	2	0.017076532972244766	0.042440206945725964
GO:0007628	adult walking behavior	1	2	0.017076532972244766	0.042440206945725964
GO:0021853	cerebral cortex GABAergic interneuron migration	1	2	0.017076532972244766	0.042440206945725964
GO:0060158	phospholipase C-activating dopamine receptor signaling pathway	1	2	0.017076532972244766	0.042440206945725964
GO:0032060	bleb assembly	1	2	0.017076532972244766	0.042440206945725964
GO:2000344	positive regulation of acrosome reaction	1	2	0.017076532972244766	0.042440206945725964
GO:0010988	regulation of low-density lipoprotein particle clearance	1	2	0.017076532972244766	0.042440206945725964
GO:0035590	purinergic nucleotide receptor signaling pathway	1	2	0.017076532972244766	0.042440206945725964
GO:1903413	cellular response to bile acid	1	2	0.017076532972244766	0.042440206945725964
GO:0032620	interleukin-17 production	1	2	0.017076532972244766	0.042440206945725964
GO:0038183	bile acid signaling pathway	1	2	0.017076532972244766	0.042440206945725964
GO:0035356	cellular triglyceride homeostasis	1	2	0.017076532972244766	0.042440206945725964
GO:0034971	histone H3-R17 methylation	1	2	0.017076532972244766	0.042440206945725964
